FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,FALLECIDOS,PER_SOSP,ALIAS,DETENIDO,LESIONADO,TRASL_HOSP,T_VEH_SOSP,DESCRIP,RECUP_ART,OBJ_ROBADO,CANTIDAD,MONTO,CORP_ACUD,ESPACIO,CIERRE_COR,OID,INCIDENTE,LONG,LAT
12558,30421,1,2019-01-13,7,20,31,0,1,FRACCIONAMIENTO,REAL DE HACIENDAS,492,AVENIDA,HACIENDA JOSE MARIA MORELOS,NA,",,,",CALLE,HACIENDA ATLANGA,AVENIDA,HACIENDA DE OJOCALIENTE,CALLE,HACIENDA LA CONCEPCION,4,false,true,8,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,15,0,0,1,1,1,64,Robo a persona,-102.24443666,21.89044087
12568,30421,1,2019-01-13,7,20,30,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR ESTACION),502,CALLE,CELESTINO LOPEZ SANCHEZ,NA,",,,",CALLE,DOMINGO VELASCO,AVENIDA,VALLE DE LOS ROMEROS,CALLE,PORFIRIO FERNANDEZ SOTO,5,false,true,3,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,MOTOCICLETA,MOTOCICLETA COLOR ROJO,false,3,0,5000,1,1,6,65,Robo a persona,-102.25588575,21.94166469
12596,30421,1,2019-01-13,7,21,7,0,1,COLONIA,NORIAS DEL PASO HONDO,352,CARRETERA,70 ORIENTE,NA,",,,",CALLE,SALVADOR ALLENDE,CALLE,CAMILO TORRES,AVENIDA,FRANCISCO FLORES,4,false,true,2,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,1,1,66,Robo a persona,-102.20743600,21.85612107
12601,30421,1,2019-01-13,7,21,11,0,1,COLONIA,OJO DE AGUA (II),535,AVENIDA,MARIANO ESCOBEDO,NA,",,,",CALLE,ARROYO EL CEDAZO,PRIVADA,DELICIAS,CALLE,IGNACIO VALLARTA,3,false,true,3,NA,NA,0,NA,0,4 HOMBRES,N,0,0,false,N,N,false,"3,14,28,29",0,0,1,1,6,67,Robo a persona,-102.27591358,21.86463796
13258,30421,1,2019-01-14,1,14,3,0,1,FRACCIONAMIENTO,RESIDENCIAL LOS PIRULES,1073,CALLE,PIRULERO,NA,",,,",BOULEVARD,LICENCIADO ADOLFO RUIZ CORTINEZ,N,N,N,N,2,false,true,1,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,2500,1,1,2,68,Robo a persona,-102.32055852,21.87065019
13685,30421,1,2019-01-14,1,22,56,0,1,COLONIA,NORIAS DE PASO HONDO,352,CALLE,CHE GUEVARA,NA,",,,",CALLE,ALCATRAZ,CALLE,ORQUIDEA,CALLE,CRISANTEMO,4,false,true,3,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,"3,6",0,0,1,1,1,69,Robo a persona,-102.20527483,21.85931533
13760,30421,1,2019-01-15,2,1,45,0,1,FRACCIONAMIENTO,VERSALLES II,1071,AVENIDA,MARIANO AZUELA,NA,",,,",CALLE,DOROTEO ARANGO,CALLE,INGENIERO CAMILO ARRIAGA,CALLE,DOROTEO ARANGO,2,false,true,3,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,"6,31",0,0,1,1,2,70,Robo a persona,-102.31392996,21.85462813
14053,30421,1,2019-01-15,2,13,42,0,1,FRACCIONAMIENTO,OJO DE AGUA,1080,CALLE,SINALOA,NA,",,,",CALLE,CASA BLANCA,CALLE,JESUS YUREM,AVENIDA,HEROE DE NACOZARI SUR,3,false,true,1,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,3,0,2500,1,1,2,71,Robo a persona,-102.28146680,21.86335126
14099,30422,1,2019-01-15,2,15,21,0,1,FRACCIONAMIENTO,SAN SEBASTIAN,321-P,CALLE,SAN SEBASTIAN,NA,",,,",CALLE,SANTA CATALINA,CALLE,SAN SEBASTIAN,CALLE,SANTA CATALINA,3,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,3,0,0,1,1,1,72,Robo a persona,-102.26959599,21.82086139
14150,30422,1,2019-01-15,2,4,58,0,1,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,CONVENCION,NA,",,,",CALLE,GENERAL EUGENIO AGUIRRE BENAVIDES,CALLE,GENERAL MATEO ALMANZA,AVENIDA,DOCTOR MARIANO AZUELA,2,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA COLOR ROJO YAMAHA,false,3,0,5000,1,1,6,73,Robo a persona,-102.30953863,21.85143563
14374,30422,1,2019-01-15,2,21,44,0,1,FRACCIONAMIENTO,VILLA TERESA,790,CALLE,ADORATRICES,NA,",,,",CALLE,SALESIANOS,AVENIDA,POZO BRAVO,CALLE,CAPUCHINOS,5,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,3,0,600,1,1,28,74,Robo a persona,-102.27670329,21.92218509
14384,30422,1,2019-01-15,2,22,6,0,1,CONDOMINIO,CENTRO PLAZA DE ABASTOS EL CERRITO,529,AVENIDA,VIA LACTEA,NA,",,,",CALLE,BOYERO,AVENIDA,PASEO DE LA CRUZ,CALLE,BOYERO,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE ESTATURA BAJA TEZ MORENA,N,0,0,false,N,N,false,3,0,7000,1,1,6,75,Robo a persona,-102.26815061,21.87360220
14415,30421,1,2019-01-15,2,22,37,0,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,AVENIDA,HACIENDA DE OJOCALIENTE,NA,",,,",CALLE,HACIENDA LA AMARILLAS,AVENIDA,HACIENDA JOSE MARIA MORELOS,CALLE,HACIENDA EL TORIL,4,false,true,1,NA,NA,0,NA,0,2 HOMBRES EDAD APROX. 28 AÑOS TEZ MORENA,N,0,0,false,N,N,false,3,0,10000,1,1,1,76,Robo a persona,-102.24476369,21.88960402
14558,30421,1,2019-01-16,3,2,20,0,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,587,PROLONGACION,OLIVOS,NA,",,,",CALLE,CARITONO MALDONADO,AVENIDA,CONVENCION DE 1914 SUR,CALLE,ANTONIO NAVA CASTILLO,3,false,true,8,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,COCHE,COCHE COLOR NEGRO PLACAS ACK202A,false,"26,28,29",5000,5000,1,1,2,77,Robo a persona,-102.27634654,21.86870599
14575,30421,1,2019-01-16,3,4,13,0,1,COLONIA,OBRAJE,987,AVENIDA,AYUNTAMIENTO,NA,",,,",CALLE,GALEANA SUR,PRIVADA,DEFENSORES DE LA REPUBLICA,CALLE,VICENCIO,2,false,true,3,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,39,0,0,1,1,1,78,Robo a persona,-102.29772406,21.87418411
14680,30421,1,2019-01-16,3,8,52,0,1,COLONIA,BUENOS AIRES (DELEGACION POCITOS),805,CALLE,CARLOS SAGREDO,NA,",,,",CALLE,SAN ANTONIO,AVENIDA,CONVENCION DE 1914 NORTE,CALLE,SAN CLEMENTE,6,false,true,1,NA,NA,0,NA,0,1 HOMBRE Y 1 MUJER EL HOMBRE TIENE PERFORACIONES EN LA CARA LA MUJER DE PELO NEGRO LARGO,N,0,0,false,N,N,false,3,0,0,1,1,6,79,Robo a persona,-102.30911001,21.89661674
14751,30422,1,2019-01-16,3,11,18,0,1,COLONIA,LAS FLORES,1072,CALLE,GERANIOS,NA,",,,",CALLE,LOS LAURELES,AVENIDA,DE LAS ORQUIDEAS,CALLE,CLAVELES,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE COMPLEXION MEDIA,N,0,0,false,N,N,false,"3,26,28,29",600,7600,1,1,1,80,Robo a persona,-102.30574340,21.87406763
14804,30422,1,2019-01-16,3,12,36,0,1,COLONIA,PRIMAVERA,914,CALLE,MELQUIADES MORENO,NA,",,,",CALLE,GENERAL ENRIQUE ESTRADA,CALLE,ESPERANZA,CALLE,SARGENTO LIBERATO SANTACRUZ,1,true,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,15,0,0,1,1,2,81,Robo a persona,-102.29245015,21.89259260
14941,30421,1,2019-01-16,3,15,31,0,1,FRACCIONAMIENTO,LOMAS DE VISTABELLA,604,AVENIDA,AJEDRECISTAS,NA,",,,",CALLE,VISTA DE LA MONTAÑA,CALLE,MEXICO LIBRE,CALLE,VISTA DEL AMANECER,3,false,true,1,NA,NA,0,NA,0,2 SUJETOS,N,0,0,false,N,N,false,3,0,800,1,1,2,82,Robo a persona,-102.26255723,21.84400865
15078,30422,1,2019-01-16,3,18,50,0,1,FRACCIONAMIENTO,VILLA DE NUESTRA SE¥ORA DE LA ASUNCION SECTOR SAN MARCOS,435,AVENIDA,POLIDUCTO,NA,",,,",CALLE,VALLE DE LOS ROMERO,AVENIDA,GERONIMO DE LA CUEVA,CALLE,FELIPE II,5,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,13,0,0,1,1,2,83,Robo a persona,-102.26460296,21.92978679
15131,30422,1,2019-01-16,3,19,45,0,1,BARRIO,LA PURISIMA,915,AVENIDA,FRANCISCO I MADERO,NA,",,,",CALLE,PODER LEGISLATIVO,CALLE,EZEQUIEL A CHAVEZ,CALLE,MARIA CONCEPCION AGUAYO,1,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,MOTOCICLETA,MOTOCICLETA ITALIKA COLOR ROJO CON NEGRO,false,3,0,0,1,1,27,84,Robo a persona,-102.28527632,21.88408562
15305,30422,1,2019-01-16,3,2,14,0,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,494,CALLE,LOMA DEL CARPINTERO,NA,"122,,,",CALLE,CULTURA CHALCA 105,CALLE,LOMA DEL CARDENAL104,CALLE,N,5,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA COLOR ROJA,false,3,0,2300,1,1,1,85,Robo a persona,-102.24490919,21.91294397
15401,30421,1,2019-01-17,4,1,47,0,1,FRACCIONAMIENTO,PILAR BLANCO,981,BOULEVARD,AGUILA,NA,",,,",AVENIDA,FAISAN,ANDADOR,ALONDRA,ANDADOR,DE LAS GAVIOTAS,2,false,true,"1,2",NA,NA,0,NA,0,2 HOMBRES COMPLEXION DELGADA TEZ MORENA,N,0,0,false,N,N,false,"3,42",0,900,1,1,1,86,Robo a persona,-102.29774177,21.85011665
15489,30421,1,2019-01-17,4,7,2,0,1,FRACCIONAMIENTO,VILLA DE NUESTRA SE¥ORA DE LA ASUNCION SECTOR SAN MARCOS,435,CALLE,VALLE DE LOS ROMERO,NA,",,,",AVENIDA,POLIDUCTO,AVENIDA,POLIDUCTO,AVENIDA,GERONIMO DE LA CUEVA,5,false,true,"1,3",NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,3,0,0,1,1,2,87,Robo a persona,-102.26608501,21.93075567
15533,30422,1,2019-01-17,4,8,29,0,11,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL DEL VALLE DE AGUASCALIENTES,1-PP,CARRETERA,PANAMERICANA,NA,",,,",N,N,N,N,N,N,7,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,12,0,800,1,1,6,88,Robo a persona,-102.28923521,21.96631591
15851,30421,1,2019-01-17,4,17,20,0,1,FRACCIONAMIENTO,BOULEVARES 1A SECCION,1047,CALLE,LUIS HIDALGO MONROY,NA,"128,,,",AVENIDA,AGUASCALIENTES SUR,CALLE,ENRIQUE C REBSAMEN,CALLE,ARQUIMIDES CABALLERO,2,false,true,3,NA,NA,0,NA,0,1 HOMBRE TEZ CLARA,N,0,0,false,N,N,false,"1,8,28",500,500,1,1,2,89,Robo a persona,-102.30293172,21.85818374
15956,30422,1,2019-01-17,4,19,17,0,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,ABRAHAM GONALEZ,NA,",,,",CALLE,GENERAL CESAREO CASTRO,CALLE,GENREAL FORTUNATO MAYCOTTE,AVENIDA,CONVENCION,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,1,1,90,Robo a persona,-102.31411758,21.85121563
16139,30421,1,2019-01-17,4,23,4,0,1,COLONIA,ZONA CENTRO,906,CALLE,GENERAL JOSE MARIA ARTEAGA,NA,",,,",CALLE,CONDELL,CALLE,GENERAL JOSE MARIA MORELOS Y PAVON,CALLE,GUZMAN,1,false,true,1,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,29,0,0,1,1,1,91,Robo a persona,-102.29628011,21.88672542
16381,30422,1,2019-01-18,5,10,7,0,1,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,AVENIDA,SIGLO XIX,NA,",,,",CALLE,LUIS COLOMA,CALLE,FRAY LUIS D ELEON,CALLE,HOMERO,4,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,"3,28",50,10050,1,1,1,92,Robo a persona,-102.27089889,21.89312084
16450,30422,1,2019-01-18,5,11,53,0,5,FRACCIONAMIENTO,MANANTIALES DEL PI¥AR,172,PRIVADA,CERRADA PINAR DE LA SIERRA,NA,"536,,,",AVENIDA,MANANTIALES DEL PINAR,CALLE,DEL ARBOL,PRIVADA,CERRADA PINAR DEL VALLE,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,BICICLETA,BICICLETA,false,3,0,5000,1,1,1,93,Robo a persona,-102.35042514,21.95605355
16472,30422,1,2019-01-18,5,12,40,0,1,COLONIA,ZONA CENTRO,906,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NA,",,,",BOULEVARD,JOSE MARIA CHAVEZ,CALLE,GALEANA SUR,CALLE,HEROES DE CHAPULTEPEC,1,false,false,9,NA,NA,0,NA,0,2 MUJERES UNA DE PELO NEGRO LA OTRA DE PELO GRIS CON UN ARETE EN LA BOCA,N,0,0,false,N,N,false,3,0,1200,1,2,1,94,Robo a persona,-102.29600445,21.87838331
16568,30422,1,2019-01-18,5,15,24,0,1,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,CONVENCION,NA,",,,",CALLE,INGENIERO CAMILO ARRIAGA,CALLE,DOCTOR FRANCISCO VAZQUEZ GOMEZ,CALLE,DE LA PAZ,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,12,0,500,1,1,2,95,Robo a persona,-102.31433684,21.85294388
16816,30421,1,2019-01-18,5,19,58,0,1,FRACCIONAMIENTO,VISTA DEL SOL II,568,CALLE,ECLIPSE,NA,",,,",AVENIDA,BATALLON DE SAN BLAS,CALLE,EL SOL,N,N,3,false,true,1,NA,NA,0,NA,0,4 HOMBRES,N,0,0,false,N,N,false,"3,29",0,0,1,1,1,96,Robo a persona,-102.27359752,21.86400709
16874,30421,1,2019-01-18,5,20,49,0,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,AVENIDA,POLIDUCTO,NA,",,,",PRIVADA,VILLA DEL PEON,CALLE,DIAGONAL ALFIL,CALLE,N,3,false,true,"4,6",NA,NA,0,NA,0,1 HOMBRE TIENE UNA EXPANSION EN EL OIDO,N,0,0,false,N,N,false,3,0,2000,1,1,1,97,Robo a persona,-102.25561333,21.84409128
16991,30422,1,2019-01-18,5,22,51,0,1,COLONIA,OBRAJE,987,CALLE,IGNACIO T CHAVEZ,NA,",,,",CALLE,MARIANO MATAMOROS SUR,CALLE,GENERAL VICENTE GUERRERO SUR,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,1,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,14,0,0,1,1,1,98,Robo a persona,-102.29815500,21.87483840
17057,30422,1,2019-01-18,5,23,44,0,1,UNIDAD HABITACIONAL,IV CENTENARIO,1065,AVENIDA,CONVENCION DE 1914 SUR,NA,",,,",CALLE,DELICIAS,AVENIDA,FERROCARRIL,RETORNO,SILVESTRE DORADOR,3,false,false,9,NA,NA,0,NA,0,4 HOMBRES,N,0,0,false,N,N,false,"11,31",0,500,1,1,2,99,Robo a persona,-102.27849365,21.86798735
17070,30422,1,2019-01-19,6,0,1,0,1,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,CONVENCION,NA,",,,",CALLE,INGENIERO CAMILO ARRIAGA,CALLE,DOCTOR FRANCSICO VAZQUEZ GOMEZ,CALLE,DE LA PAZ,2,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,39,0,0,1,1,2,100,Robo a persona,-102.31457563,21.85303637
17182,30421,1,2019-01-19,6,2,20,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR ESTACION),502,AVENIDA,VALLE DE LOS ROMEROS,NA,",,,",CALLE,JOSE MORAN RUIZ,CALLE,ATANASIO RODRIGUEZ,CALLE,DOMINGO VELASCO,5,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,3,0,4500,1,1,2,101,Robo a persona,-102.26287461,21.93587625
17276,30421,1,2019-01-19,6,5,50,0,6,COLONIA,5 DE MAYO,91,AVENIDA,PLUTARCO ELIAS CALLES,NA,",,,",VENIDA,HEROICO LOLEGIO MILITAR,CALLE,DEL DEPORTE,AVENIDA,FILOMENO MATA,7,false,true,8,NA,NA,0,NA,0,ND,N,0,1,false,N,N,false,"3,28,29",700,700,1,1,8,102,Robo a persona,-102.28047882,22.14728388
17385,30422,1,2019-01-19,6,9,42,0,1,COLONIA,ZONA CENTRO,906,CALLE,MOCTEZUMA,NA,",,,",CALLE,GALEANA NORTE,BOULEBARD,JOSE MARIA CHAVEZ,ANDADOR,PLAZA DE LA REPUBLICA,1,true,false,9,NA,NA,0,NA,0,2 HOMBRES,MARIO ELIAS OLVERA 25 AÑOS DOMICILIO PRIVADA DE LA ROSA 9 ARBOLEDAS ZAC JOSE LUIS MATA 58 AÑOS CALLEJON VICTOR ROSALES ZAC,2,0,false,N,N,true,"3,28",0,0,1,2,4,103,Robo a persona,-102.29686547,21.88093346
17488,30422,1,2019-01-19,6,11,15,0,1,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SAN ALEJO,NA,",,,",CALLE,SAN COSME,CALLE,SAN ISAAC,CALLE,SAN PEDRO,4,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,1,true,N,N,false,3,0,1200,1,2,27,104,Robo a persona,-102.24311612,21.90383011
17644,30422,1,2019-01-19,6,15,21,0,1,FRACCIONAMIENTO,BENITO JUAREZ,466,AVENIDA,PARQUE VIA,NA,",,,",AVENIDA,GABRIELA MISTRAL,ANDADOR,AREA K,CALLE,VALLE HONDO,4,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA,false,3,0,0,1,1,17,105,Robo a persona,-102.27549411,21.89939752
17660,30421,1,2019-01-19,6,15,32,0,5,FRACCIONAMIENTO,LOMAS DEL VALLE,168,CALLE,VALLE DE MEXICO,NA,"101,,,",CALLE,LOPEZ MATEOS,CALLE,CARMEN BRISEÑO,CALLE,VALLE HERMOSO,7,false,true,3,NA,NA,0,NA,0,3 HOMBRES UNO CON UN ARETE EN EL OIDO,N,0,0,false,N,N,false,14,0,3800,1,1,1,106,Robo a persona,-102.34305668,21.95438816
17758,30422,1,2019-01-19,6,17,49,0,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,LICENCIADO FRANCISCO RAMIREZ MARTINEZ,NA,",,,",CALLE,FRANCISCO M REVILLA,CALLE,GILBERTO LOPEZ VELARDE,CALLE,PEDRO RIVAS CUELLAR,5,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,1,2,107,Robo a persona,-102.25310751,21.91717537
17783,30422,1,2019-01-19,6,18,20,0,1,FRACCIONAMIENTO,MUJERES ILUSTRES,602,AVENIDA,MARIANO HIDALGO,NA,",,,",CALLE,ANGELA PERALTA,AVENIDA,AMALIA GOMEZ ZEPEDA,CALLE,DE LA ALIANZA,3,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA COLOR ROJA DE PISTA,false,3,0,1500,1,1,1,108,Robo a persona,-102.24884884,21.84950421
18023,30422,1,2019-01-19,6,22,10,0,1,COLONIA,OJO DE AGUA,535,PROLONGACION,DELICIAS,NA,",,,",CALLE,ARROYO EL CEDAZO,PRIVADA,DELICIAS,AVENIDA,FERROCARRIL,3,true,false,9,NA,NA,0,NA,0,6 HOMBRES,N,0,0,false,N,N,false,"3,11,28,29",1500,1500,1,1,1,109,Robo a persona,-102.27577029,21.86457423
18350,30422,1,2019-01-20,7,2,43,0,1,SIN TIPO,VILLAS TAURINAS,722,CALLE,MARIANO SALAS,NA,"128,E,,",CALLE,MARIANO SALAS,CALLE,MARRUBIO,CALLE,MARRUBIO 105,3,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,3,0,2000,1,2,1,110,Robo a persona,-102.24731814,21.85984905
19016,30421,1,2019-01-20,7,19,0,0,1,FRACCIONAMIENTO,LA HUERTA,1113,CALLE,HORTELANOS,NA,",,,",CALLE,TACUBA,CALLE,CHICHIMECO,CALLE,GARABATO,3,false,true,3,NA,NA,0,NA,0,ND,N,0,1,false,N,N,false,"3,28",1000,1000,1,1,2,111,Robo a persona,-102.27888638,21.87622786
19084,30421,1,2019-01-20,7,19,48,0,1,FRACCIONAMIENTO,LOS PIRULES,1053,CALLE,MAGNOLIA,2MG,",,3,",ANDADOR,DE LAS AZUCENAS,PRIVADA,BEGONIAS,ANDADOR,DE LAS DALIAS,2,false,true,1,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,3000,1,1,12,112,Robo a persona,-102.31985202,21.86939615
19180,30422,1,2019-01-20,7,21,30,0,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,CALLE,HACIENDA LAS AMARILLAS,NA,",,,",CALLE,HACIENDA LAS PILAS,CALLE,HACIENDA EL TORIL,CALLE,HACIENDA LA TRINIDAD,4,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,MOTOCICLETA,MOTOCICLETA,false,"3,26,28",3000,13000,1,1,1,113,Robo a persona,-102.24837282,21.89003054
19315,30421,1,2019-01-20,7,23,25,0,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,AVENIDA,ESFUERZO NACIONAL,NA,",,,",AVENIDA,OJOCALIENTE,CALLE,SAN MIGUELITO,CALLE,TORCAZAS,4,false,true,1,NA,NA,0,NA,0,1 HOMBRE RAPADO Y TATUADO,N,0,0,false,N,N,false,38,0,0,1,1,2,114,Robo a persona,-102.25881366,21.89406572
19725,30421,1,2019-01-21,1,12,16,0,1,FRACCIONAMIENTO,VILLA LAS PALMAS,582,CALLE,VILLA OBREGON,NA,"236,,,",CALLE,VILLA FLORES,CALLE,FRANCISCO JAVIER MINA,CALLE,N,3,false,true,3,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,3,0,700,1,1,1,115,Robo a persona,-102.23227811,21.85998630
19827,30422,1,2019-01-21,1,14,18,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR ALAMEDA),516,CALLE,VALLE DE LOS ROMERO,NA,",,,",CALLE,RODRIGO RINCON GALLARDO,CALLE,LUIS CHAVEZ,CALLE,RODOLFO RODARTE,5,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,"3,6",0,0,1,1,2,116,Robo a persona,-102.26415770,21.93381898
19928,30422,1,2019-01-21,1,16,10,0,1,CONDOMINIO,CENTRO COMERCIAL VILLASUNCION,1097,BOULEVARD,JOSE MARIA CHAVEZ,NA,",,,",CALLE,ABRAHAM GONZALEZ,CALLE,N,AVENIDA,MAHATMA GANDHI,2,false,false,9,PACAZO,BANORTE,0,VILLASUNCION,0,1 HOMBRE Y 2 MUJERES,N,0,0,false,N,N,false,3,15000,15000,1,1,1,117,Robo a persona,-102.29269671,21.85089560
19953,30421,1,2019-01-21,1,11,30,0,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR,618,CALLE,LOMA AZUL,NA,"336,,,",AVENIDA,AJEDRECISTAS,CALLE,DE LA ALIANZA,CALLE,LOMA BLANCA,3,false,true,1,NA,NA,0,NA,0,1 HOMBRE TEZ MORENA EDAD APROX 33 AÑOS,N,0,0,false,N,N,false,"3,28",200,1000,1,1,27,118,Robo a persona,-102.25748252,21.84652920
20176,30421,1,2019-01-21,1,20,36,0,1,COLONIA,OJO DE AGUA,986,AVENIDA,CONVENCION DE 1914 SUR,NA,",,,",AVENIDA,FERROCARRIL,CALLE,DELICIAS,CALLE,DELICIAS,3,false,true,8,NA,NA,0,NA,0,4 HOMBRES,N,0,0,false,N,N,false,"3,31",0,0,1,1,2,119,Robo a persona,-102.27810420,21.86769837
20180,30422,1,2019-01-21,1,20,38,0,5,COLONIA,EL TORITO,199,AVENIDA,SOLIDARIDAD,NA,",,,",CALLE,JOSEFA ORTIZ DE DOMINGUEZ,CALLE,20 DE NOVIEMBRE,CALLE,SOR JUANA INES DE LA CRUZ,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,EL BENE,0,0,false,N,N,false,3,0,1600,1,1,2,120,Robo a persona,-102.35433554,21.96827039
20431,30421,1,2019-01-22,2,1,11,0,1,COLONIA,OJO DE AGUA (II),535,AVENIDA,CONVENCION  DE 1914 SUR,NA,",,,",AVENIDA,MARIANO ESCOBEDO,AVENIDA,FERROCARRIL,CALLE,CEDAZO,3,false,true,3,NA,NA,0,NA,0,2 HOMBRES ESTATURA BAJA,N,0,0,false,N,N,false,"3,28,29,31",0,5000,1,1,1,121,Robo a persona,-102.27751206,21.86793964
20679,30422,1,2019-01-22,2,11,4,0,5,FRACCIONAMIENTO,RINCON DEL PILAR,344-P,BOULEVARD,EUGENIO GARZA SADA,NA,",,,",CALLE,CORREDOR VERDE,CALLE,PUENTE DEL PILAR,CALLE,PUENTE DE PIADRA,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,CAMIONETA,CAMIONETA S-10 COLOR AZUL SIN PLACAS,false,3,0,4000,1,1,3,122,Robo a persona,-102.34283091,21.93678515
20973,30422,1,2019-01-22,2,17,26,0,1,FRACCIONAMIENTO,BONA GENS,527,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,NA,",,,",CALLE,TANYVETH,CALLE,IZTACCIHUATL,CALLE,TAYDE,3,false,false,9,NA,NA,0,NA,0,1 MUJER,N,3,0,false,N,N,false,3,0,3500,1,1,4,123,Robo a persona,-102.26790444,21.87780366
21436,30421,1,2019-01-23,3,6,20,0,1,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,POLIDUCTO,NA,",,,",CALLE,SAN FRANCISCO DE LOS VIVEROS,CALLE,CALADA GRANDE,CALLE,BETULIA,4,false,true,3,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,3,0,0,1,1,27,124,Robo a persona,-102.24310653,21.88176071
