FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,CUENT_HAB,DINERO,CANTIDAD,BANCO,BOLSO,CARTERA,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,OTROS,OID,FE_16,VEH_SOSP,INCIDENTE,LONG,LAT
30411,FEBRERO,2016-02-10,MIERCOLES,12,33,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUJERES ILUSTRES,602,PROLONGACION,MARGARITA MAZA DE JUAREZ,,0,,,0,GABRIELA MISTRAL,ANGELA PERALTA,ANGELA PERALTA,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,80,,,Robo a persona,-102.24753288,21.84716120
30585,FEBRERO,2016-02-10,MIERCOLES,18,0,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,AVENIDA,OJOCALIENTE,,0,,,0,PALO ALTO,EL SALTO DE LOS SALADOS,PEÑUELAS,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,81,,,Robo a persona,-102.25585363,21.88551609
30717,FEBRERO,2016-02-10,MIERCOLES,21,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE ORIENTE 1,453,CALLE,SIERRA DE TEPEHUANES,,706,,,0,PENSADORES MEXICANOS,LOMA DEL NORTE,LUIS ESPOTA,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,82,,,Robo a persona,-102.25755801,21.91594944
33255,FEBRERO,2016-02-14,DOMINGO,3,6,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,CHIQUIHUITE,,0,,,0,AGUAGORDA,LA TACUACHA,LA BOQUILLA,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,CACHUCHA,NULO,NULO,83,,,Robo a persona,-102.24350427,21.88322159
32595,FEBRERO,2016-02-13,SABADO,14,50,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL COBANO,481,CALLE,GUANABANA,,150,,,0,F,MADROÑO,CAPRICORNIO,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,84,,,Robo a persona,-102.28077317,21.90841716
34264,FEBRERO,2016-02-15,LUNES,9,13,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SAN JUAN BAUTISTA,,135,,,0,CULTURA OTOMI,POLIDUCTO,SAN FELIPE,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,85,,,Robo a persona,-102.24666750,21.90293141
32841,FEBRERO,2016-02-13,SABADO,21,20,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DEL SOL III,615,CALLE,CONSTELACION,,202,,,0,ESTRELLA,LOYOLA ESCOBEDO,AMANECER,NULO,NULO,0,,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,RELOJ,86,,,Robo a persona,-102.26736968,21.86453297
32152,FEBRERO,2016-02-12,VIERNES,21,54,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,452,CALLE,NIÑOS HEROES,,107,,,0,CUMBRES DE MIHUATLAN,CUMBRES,PEDRO QUINTANAR,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,CACHUCHA,NULO,NULO,87,,,Robo a persona,-102.25557686,21.90751485
34495,FEBRERO,2016-02-15,LUNES,15,43,JESUS MARIA,URBANA,COLONIA,VALLE DE MARGARITAS,123,CALLE,ROSA,,115,,,0,A SAN ANTONIO DE LOS HORCONES,CLAVEL,ORQUIDEA,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BATE,88,,,Robo a persona,-102.29013439,21.99137898
34525,FEBRERO,2016-02-15,LUNES,16,18,AGUASCALIENTES,URBANA,BARRIO,DE GUADALUPE,910,CALLE,VALENTIN GOMEZ FARIAS,,0,,,0,ARELLANO,JARDIN,GUADALUPE,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,89,,,Robo a persona,-102.30383165,21.88571778
34611,FEBRERO,2016-02-15,LUNES,18,37,PABELLON DE ARTEAGA,URBANA,BARRIO,CARBONERAS,93,CALLE,REFORMA,,0,,,0,IRRIGACION,FRANCISCO I. MADERO SUR,HEROE DE NACOZARI,NULO,NULO,0,,NULO,NULO,TABLET,NULO,NULO,NULO,NULO,NULO,90,,,Robo a persona,-102.27411911,22.14689403
35347,FEBRERO,2016-02-16,MARTES,19,52,PABELLON DE ARTEAGA,URBANA,FRACCIONAMIENTO,VALLE DEL VIVERO,101,CALLE,VIVERO DEL VALLE,,0,,,0,RITO GUARDADO DIOSDADO,TEODORO OLIVARES,VIVERO DE PITAYAS,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,91,,,Robo a persona,-102.28369420,22.15089479
35427,FEBRERO,2016-02-16,MARTES,21,6,AGUASCALIENTES,URBANA,COLONIA,ALTAVISTA,922,CALLE,SANTA IRENE,,0,,,0,AQUILES SERDAN,AMADO NERVO,JESUS MARIA RODRIGUEZ,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,92,,,Robo a persona,-102.30256835,21.89374084
35549,FEBRERO,2016-02-16,MARTES,23,28,AGUASCALIENTES,URBANA,COLONIA,SAN PEDRO,397,CALLE,MARIANO N. RUIZ,,113,,,0,MAHATMA GANDHI,ROSAURA ZAPATA,QUERIDO MOHENO,NULO,NULO,0,,NULO,NULO,TABLET,NULO,NULO,NULO,NULO,NULO,93,,,Robo a persona,-102.29454459,21.84264223
36070,FEBRERO,2016-02-17,MIERCOLES,19,33,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA (II),535,AVENIDA,MARIANO ESCOBEDO,,0,,,0,CEDAZO,NINGUNO,FERROCARRIL,NULO,NULO,0,,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,94,,,Robo a persona,-102.27709651,21.86643674
38278,FEBRERO,2016-02-20,SABADO,17,0,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTA DE LAS CUMBRES,493,CALLE,MAESTRO FORTUNATO HERNANDEZ RANGEL,,126,,,0,DE LA ESPIGA,SAXOFON,MAESTRO FERNANDO SOTO GARCIA,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,95,,,Robo a persona,-102.24163898,21.89827003
38355,FEBRERO,2016-02-20,SABADO,18,47,JESUS MARIA,URBANA,COLONIA,SAN MIGUELITO,227,CALLE,SAN MIGUELITO,,0,,,0,NINGUNO,NINGUNO,SANA ELENA,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,96,,,Robo a persona,-102.33623822,21.96122531
39799,FEBRERO,2016-02-21,DOMINGO,23,59,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL GABRIEL LEYVA,,211,,,0,CONVENCION,ABRAHAM GONZALEZ,GENERAL FRANCISCO CARRERA TORRES,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,97,,,Robo a persona,-102.31076265,21.85121693
37706,FEBRERO,2016-02-19,VIERNES,22,46,AGUASCALIENTES,URBANA,COLONIA,DEL CARMEN,911,CALLE,JESUS BERNAL,,0,,,0,LIBERTAD,VALLADOLID,JESUS MARIA,NULO,NULO,0,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,98,,,Robo a persona,-102.29909717,21.89018280
38817,FEBRERO,2016-02-21,DOMINGO,1,32,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,PRADERA,,130,,,0,VISTA HERMOSA,LAS FRAGUAS,MIGUEL ANGEL BARBERENA VEGA,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,99,,,Robo a persona,-102.25089069,21.89658991
39274,FEBRERO,2016-02-21,DOMINGO,15,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,RICARDO GARCIA MENDOZA,,1410,,,0,CORONEL VALENTE ARTEAGA,JOSE MARIA MARTINEZ VALADEZ,JOSE MARIA GONZALEZ BOCANEGRA,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,100,,,Robo a persona,-102.32499417,21.85614813
38711,FEBRERO,2016-02-21,DOMINGO,0,8,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,MIGUEL ANGEL BARBERENA VEGA,,0,,,0,LOS CAMPOS,OJOCALIENTE,LOS CAMPOS,NULO,DINERO,200,,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,101,,,Robo a persona,-102.25872469,21.89712360
37209,FEBRERO,2016-02-19,VIERNES,11,59,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION I,848,BOULEVARD,LUIS DONALDO COLOSIO,,0,,,0,GENERAL IGNACIO ZARAGOZA,VALLE DE GUADALUPE,CERRO DE LA BUFA,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,102,,,Robo a persona,-102.30505762,21.92449587
41916,FEBRERO,2016-02-24,MIERCOLES,20,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA DE NUESTRA SEÑORA DE LA ASUNCION SECTOR SAN MARCOS,435,AVENIDA,POLIDUCTO,,0,,,0,ANDRES DE LA TORRE,GASPAR DE LA FUENTE,CRISTOBAL DE TORRES,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,103,,,Robo a persona,-102.25895206,21.92669235
43504,FEBRERO,2016-02-26,VIERNES,20,45,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ESPAÑA,1052,CALLE,ESPAÑA,,0,,,0,ALMERIA,BURGOS,DE LOS MAESTROS,NULO,DINERO,500,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,104,,,Robo a persona,-102.31423374,21.86476125
43936,FEBRERO,2016-02-27,SABADO,11,55,AGUASCALIENTES,URBANA,COLONIA,PRIMAVERA,914,CALLE,SARGENTO LIBERATO SANTA CRUZ,,307,,,0,J. TRINIDAD PEDROZA,DOCTOR GERONIMO DE OROZCO,GENERAL MIGUEL BARRAGAN,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,105,,,Robo a persona,-102.29103216,21.89206617
40966,FEBRERO,2016-02-23,MARTES,15,28,AGUASCALIENTES,URBANA,COLONIA,SAN LUIS,743,CALLE,DAMASCO,,0,,,0,ALAMEDA,NUEVA DE LA PAZ,28 DE AGOSTO,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,106,,,Robo a persona,-102.28108986,21.88260058
43033,FEBRERO,2016-02-26,VIERNES,7,53,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA,986,CALLE,CRUCITAS,,0,,,0,DE LA CONVENCION SUR,LOS DIAZ,AVENIDA FERROCARRIL,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,107,,,Robo a persona,-102.27970328,21.86654384
43179,FEBRERO,2016-02-26,VIERNES,13,23,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DEL SOL I,771,CALLE,ARQUEROS,,0,,,0,NADIR,CENIT,PUESTA PICACHO,NULO,NULO,0,,NULO,NULO,TABLET,NULO,NULO,NULO,NULO,NULO,108,,,Robo a persona,-102.26946461,21.86341253
44169,FEBRERO,2016-02-27,SABADO,18,4,AGUASCALIENTES,URBANA,COLONIA,ALTAVISTA,922,CALLE,RAFAEL ARELLANO,,222,,,0,PONCIANO ARRIAGA,JESUS MARIA RODRIGUEZ,LA LUZ,NULO,NULO,0,,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,109,,,Robo a persona,-102.30526817,21.89057437
44175,FEBRERO,2016-02-27,SABADO,18,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,CALLE,DEL PEON,,0,,,0,DEL REY,DE LA DAMA,DEL CABALLO,NULO,DINERO,500,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,110,,,Robo a persona,-102.25250917,21.84436818
41470,FEBRERO,2016-02-24,MIERCOLES,7,54,AGUASCALIENTES,URBANA,OTRO,AGROPECUARIO,763,BOULEVARD,A ZACATECAS,,0,,,0,COMERCIO,DURAZNO,MANZANO,NULO,DINERO,50,,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,111,,,Robo a persona,-102.29231081,21.91330406
49160,MARZO,2016-03-05,SABADO,1,1,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,ANTONIO HERNANDEZ GALLEGOS,NULO,402,NULO,0,NULO,GARARDO MURILLO,CASIMIRA ARTEAGA,JOSE GUADALUPE PERALTA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,112,,,Robo a persona,-102.32009080,21.84986814
48148,MARZO,2016-03-03,JUEVES,20,15,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,GENERAL MIGUEL BARRAGAN,NULO,0,NULO,0,NULO,VASCO DE GAMA,MINERVA,GRECIA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,113,,,Robo a persona,-102.28906949,21.88943565
49587,MARZO,2016-03-05,SABADO,16,40,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO,847,AVENIDA,AGUASCALIENTES NORTE,NULO,420,NULO,0,NULO,GENERAL IGNACIO ZARAGOZA,VALLE DE GUADALUPE,SIERRA DEL LAUREL,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,BICICLETA,NULO,114,,,Robo a persona,-102.30411378,21.91618389
50660,MARZO,2016-03-06,DOMINGO,14,20,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,CONVENCION,NULO,501,NULO,0,NULO,GENERAL MARTIN ESPINOZA SANCHEZ,CAPITAN GUSTAVO CARMENDIA,ABRAHAM GONZALEZ,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,115,,,Robo a persona,-102.31271425,21.85235291
45990,MARZO,2016-03-29,LUNES,18,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL FORTUNATO MAYCOTTE,NULO,130,NULO,0,NULO,CONVENCION,MARIANO AZUELA,GENERAL MARTIN ESPINOZA SANCHEZ,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,116,,,Robo a persona,-102.31283877,21.85319683
46088,FEBRERO,2016-02-29,LUNES,20,15,AGUASCALIENTES,URBANA,EJIDO,SALTO DE OJOCALIENTE,580,CALLE,EMILIANO ZAPATA,NULO,0,NULO,0,NULO,CUAUHTEMOC,MIGUEL HIDALGO,SIGLO XXI,NULO,DINERO,600,NULO,NULO,NULO,NULO,NULO,CADENA,NULO,NULO,NULO,117,,,Robo a persona,-102.24594848,21.86691651
46534,MARZO,2016-03-01,MARTES,14,20,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA RINCONADA,819,CALLE,EBANO,NULO,0,NULO,0,NULO,INDEPENDENCIA,ROBLE,OAXACA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA,118,,,Robo a persona,-102.29660757,21.90379819
47060,MARZO,2016-03-02,MIERCOLES,9,25,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,ESCUDO,NULO,0,NULO,0,NULO,AGUA CLARA,AMISTAD,AMISTAD,NULO,DINERO,300,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,119,,,Robo a persona,-102.25185966,21.89364294
48093,MARZO,2016-03-03,JUEVES,19,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOLIDARIDAD II,579,AVENIDA,POLIDUCTO,NULO,0,NULO,0,NULO,PALMA MEXICANA,SIGLO XXI,IXTLAHUATL,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,120,,,Robo a persona,-102.24201136,21.86681912
48309,MARZO,2016-03-03,JUEVES,23,18,AGUASCALIENTES,URBANA,COLONIA,OLIVARES SANTANA,721,CALLE,BENJAMIN DE LA MORA,NULO,0,NULO,0,NULO,MIGUEL RUELAS,AGUASCALIENTES,BENITO DIAZ,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,121,,,Robo a persona,-102.31642512,21.89341630
48420,MARZO,2016-03-04,VIERNES,3,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,PEDRO ANTONIO SANTOS,NULO,0,NULO,0,NULO,MARIANO AZUELA,CONVENCION,GENERAL FEDERICO MONTES,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,122,,,Robo a persona,-102.31139304,21.85212784
49122,MARZO,2016-03-05,SABADO,0,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CONSTITUCION,794,AVENIDA,CONSTITUCION,NULO,0,NULO,0,NULO,ARTICULO 12,ARTICULO 14,ARTICULO 27,NULO,NULO,0,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,123,,,Robo a persona,-102.28357782,21.92939117
49560,MARZO,2016-03-05,SABADO,16,8,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,COLINAS DEL RIO,398,CALLE,RIO COLORADO,NULO,1206,NULO,0,NULO,RIO TIGRIS,RIO ARNO,RIO LERMA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CADENA,NULO,NULO,NULO,124,,,Robo a persona,-102.32141102,21.89799197
51262,MARZO,2016-03-07,LUNES,0,44,AGUASCALIENTES,URBANA,COLONIA,MIRAVALLE,750,CALLE,DOCTOR ALBERTO DEL VALLE,NULO,806,NULO,0,NULO,JOSE MARIA ELIZALDE,MIGUEL RUELAS,CARLOS BARRON,NULO,NULO,0,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,125,,,Robo a persona,-102.31123493,21.89034788
51061,MARZO,2016-03-06,DOMINGO,21,13,JESUS MARIA,URBANA,FRACCIONAMIENTO,CHICAHUALES I,155,CALLE,SANTIAGO APOSTOL,NULO,0,NULO,0,NULO,JESUS LOPEZ MARTINEZ,DOMINGO GOMEZ,FELICIANO MARTINEZ CRUZ,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CADENA,NULO,NULO,NULO,126,,,Robo a persona,-102.35038798,21.94619674
51474,MARZO,2016-03-07,LUNES,10,51,PABELLON DE ARTEAGA,URBANA,BARRIO,CARBONERAS,93,AVENIDA,20 DE NOVIEMBRE,NULO,0,NULO,0,NULO,NINGUNO,RIO SAN PEDRO,REFORMA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,127,,,Robo a persona,-102.26890607,22.14833645
51602,MARZO,2016-03-07,LUNES,14,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL RIO,698,CALLE,JOSE FEMAT GUTIERREZ,NULO,0,NULO,0,NULO,NINGUNO,RIO YAQUI,RIO ARANJUEZ,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,128,,,Robo a persona,-102.24215479,21.93856249
52310,MARZO,2016-03-08,MARTES,13,20,AGUASCALIENTES,URBANA,EJIDO,SALTO DE OJOCALIENTE,580,CALLE,ISIDRO CALERA,NULO,118,NULO,0,NULO,FRANCISCO VILLA,CASCAN,CASCAN,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,129,,,Robo a persona,-102.24799465,21.86569169
52347,MARZO,2016-03-08,MARTES,14,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,GOMEZ (DELEGACION POCITOS),663,AVENIDA,CONVENCION DE 1914 PONIENTE,NULO,0,NULO,0,NULO,25 DE ABRIL,PROLONGACION AQUILES ELORDUY,26 DE MARZO,PACAZO,DINERO,16000,BANORTE,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,130,,,Robo a persona,-102.31262925,21.88132905
52644,MARZO,2016-03-08,MARTES,21,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VERSALLES I,960,CALLE,GALERIAS,NULO,0,NULO,0,NULO,GRANADA,JARDINES DE VERSALLES,SANTANDER,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,131,,,Robo a persona,-102.31315550,21.86034089
53629,MARZO,2016-03-10,JUEVES,17,46,JESUS MARIA,URBANA,SIN TIPO,CORRAL DE BARRANCOS,142,CALLE,EL REFUGIO,NULO,0,NULO,0,NULO,LOS MEZQUITES,PRIVADA SOLEDAD,DOMINICO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,132,,,Robo a persona,-102.32822671,21.94220810
53576,MARZO,2016-03-10,JUEVES,16,19,AGUASCALIENTES,RURAL,FRACCIONAMIENTO,VISTA HERMOSA,74-P,CALLE,LOS ROSALES,NULO,301,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,NULO,DINERO,700,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,133,,,Robo a persona,-102.19711724,21.89131200
54213,MARZO,2016-03-11,VIERNES,16,57,PABELLON DE ARTEAGA,RURAL,COLONIA,GAMEZ OROZCO (PUERTA DE CARBONERAS),216-P,CARRETERA,71,NULO,0,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,134,,,Robo a persona,-102.24584641,22.17099658
54524,MARZO,2016-03-12,SABADO,0,14,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,PEÑUELAS,NULO,138,NULO,0,NULO,LA TINAJA,ALAMEDA,SAN FRANCISCO DE LOS ROMO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,CASCO,135,,,Robo a persona,-102.25777185,21.88883836
54765,MARZO,2016-03-12,SABADO,11,43,AGUASCALIENTES,URBANA,COLONIA,ALTAVISTA,922,CALLE,SAN FELIPE,NULO,0,NULO,0,NULO,CARLOS SAGREDO,RAFAEL ARELLANO,SANTA IRENE,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,136,,,Robo a persona,-102.30593764,21.89196138
55916,MARZO,2016-03-13,DOMINGO,15,50,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,CALLE,HACIENDA SAN ANTONIO DE LOS PEDROZA,NULO,0,NULO,0,NULO,HACIENDA LA CONGOJA,HACIENDA CARBONERAS,HACIENDA PABELLON,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,137,,,Robo a persona,-102.24529541,21.89070135
55124,MARZO,2016-03-12,SABADO,21,11,AGUASCALIENTES,URBANA,SIN TIPO,ISLA SAN MARCOS,943,BOULEVARD,SAN MARCOS,NULO,0,NULO,0,NULO,NINGUNO,JUAN PABLO II,NINGUNO,NULO,NULO,0,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,138,,,Robo a persona,-102.32181713,21.86404290
55642,MARZO,2016-03-13,DOMINGO,4,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,CALLE,DEL CABALLO,NULO,103,NULO,0,NULO,DE LA DAMA,DEL REY,DEL ALFIL NEGRO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,139,,,Robo a persona,-102.25254197,21.84390113
56406,MARZO,2016-03-13,DOMINGO,23,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,EL MOCHO,NULO,0,NULO,0,NULO,ESTACION CAÑADA,OCOTE,LA BARRANCA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,140,,,Robo a persona,-102.24540248,21.87713323
55058,MARZO,2016-03-12,SABADO,19,51,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA ESTANCIA,1090,CALLE,FLAMINGO,NULO,0,NULO,0,NULO,AMANECER,PAVORREAL,CANARIO,NULO,NULO,0,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,141,,,Robo a persona,-102.29827218,21.83916442
55508,MARZO,2016-03-13,DOMINGO,2,28,AGUASCALIENTES,URBANA,COLONIA,LA SOLEDAD,729,AVENIDA,ABELARDO L. RODRIGUEZ,NULO,0,NULO,0,NULO,70,AYOTLAN,AHUALULCO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,CHAMARRA,NULO,NULO,142,,,Robo a persona,-102.33321765,21.87393675
57515,MARZO,2016-03-15,MARTES,11,37,AGUASCALIENTES,URBANA,COLONIA,SAN MARCOS (DELEGACION CENTRO),736,CALLE,PRIMAVERA,NULO,0,NULO,0,NULO,SAN MARCOS,ASUNCION,GENERAL EMILIANO ZAPATA,NULO,DINERO,500,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,143,,,Robo a persona,-102.30975768,21.88200970
57829,MARZO,2016-03-15,MARTES,15,13,AGUASCALIENTES,URBANA,COLONIA,EL LLANITO,366,CALLE,COSIO SUR,NULO,0,NULO,0,NULO,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,18 DE JULIO,2 DE ABRIL,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,144,,,Robo a persona,-102.28611202,21.87899536
57829,MARZO,2016-03-15,MARTES,20,34,PABELLON DE ARTEAGA,URBANA,COLONIA,PROGRESO NORTE,100,AVENIDA,CESAREO RUIZ REYES,NULO,105,NULO,0,NULO,TEODORO OLIVARES,FRANCISCO SERNA DE LARA NORTE,RITO GUARDADO DIOSDADO,NULO,NULO,0,NULO,NULO,NULO,TABLET,CELULAR,NULO,NULO,NULO,NULO,145,,,Robo a persona,-102.28325267,22.14877114
57003,MARZO,2016-03-14,LUNES,17,50,AGUASCALIENTES,URBANA,CONDOMINIO,MUJERES DIVINAS,600,PROLONGACION,MARGARITA MASA DE JUAREZ,NULO,202,NULO,0,NULO,CARMEN SERDAN,ENRIQUETA GONZALEZ GOYTIA,MARIANO HIDALGO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,146,,,Robo a persona,-102.24642040,21.84892921
57341,MARZO,2016-03-15,MARTES,0,48,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL MARTIN ESPINOZA SANCHEZ,NULO,222,A,0,NULO,CONVENCION,ABRAHAM GONZALEZ,CAPITAN GUSTAVO GARMENDIA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,147,,,Robo a persona,-102.31304205,21.85162938
