FOLIO,NUM_REP,NUM_OP,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,TIPO_ARMA,ARMA_2,CUENT_HAB,DINERO,CANTIDAD,BANCO,UBIC_BANC,BOLSO,CAR_MON,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,OTROS,LESIONADO,VEH_SOSP,C_VIOL,MONTO,PROCESO,DETENIDO,FIL_SOSP,PR_FERIA,TRASL_HOSP,DESTAC_SEG,OID,INCIDENTE,LONG,LAT
73375,,,MARZO,2017-03-27,LUNES,2,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BENITO JUAREZ,466,AVENIDA,NAZARIO ORTIZ GARZA,NULO,0,NULO,0,NULO,B,AGUASCALIENTES,B,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,381,Robo a persona,-102.27206302,21.90000793
74317,,,MARZO,2017-03-28,MARTES,7,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,AGUA CLARA,576,CALLE,TRIGO,NULO,212,NULO,0,NULO,B,CHILE,ARROZ,CORTANTE,CONTUNDENTE,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,382,Robo a persona,-102.25094978,21.86200132
75715,,,MARZO,2017-03-29,MIERCOLES,21,55,AGUASCALIENTES,URBANA,RANCHO,SAN MIGUEL,74-P,CARRETERA,NORIAS - LA LUZ,NULO,0,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,FUEGO,CONTUNDENTE,NULO,DOLARE,30000,NULO,NULO,NULO,NULO,NULO,NULO,JOYAS,NULO,NULO,PISTOLA,SI,VOYAGER VERDE,SI,,,,,NULO,,,383,Robo a persona,-102.19705273,21.89697620
74336,,,MARZO,2017-03-28,MARTES,9,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,NACIONALISMO,NULO,0,NULO,0,NULO,LIBERALISMO,MIGUEL ANGEL BARBERENA VEGA,SEGURIDAD SOCIAL,FUEGO,NULO,DEPOSITO,DINERO,400000,PEMEX,PULGAS PANDAS PEMEX,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,MOTOCICLETA,SI,,,,,NULO,,,384,Robo a persona,-102.26750180,21.89517926
74651,,,MARZO,2017-03-28,MARTES,16,49,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO SIN DELIMITACION OFICIAL NO 94 (CIRCUNVALACION PONIENTE),1013,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NULO,0,NULO,0,NULO,CAPULIN,AGUASCALIENTES PONIENTE,SAN MARCOS,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA,NO,NULO,NO,,,,,NULO,,,385,Robo a persona,-102.31796983,21.87184593
74793,,,MARZO,2017-03-28,MARTES,20,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,JULIO DIAZ TORRE,ANGEL DORRONSORO GANDARA,JESUS RIVERA FRANCO,NULO,NULO,NULO,DINERO,0,NULO,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,DOCUMENTOS,NO,BICICLETA,NO,,,,,NULO,,,386,Robo a persona,-102.28179693,21.84631324
74935,,,MARZO,2017-03-28,MARTES,22,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ESPAÑA,1052,BOULEVARD,SAN MARCOS,NULO,0,NULO,0,NULO,ARAGON,ESPAðA,AGUASCALIENTES PONIENTE,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETAS,NO,,,,,NULO,,,387,Robo a persona,-102.31876985,21.86554662
75357,,,MARZO,2017-03-29,MIERCOLES,14,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOULEVARES 1A SECCION,1047,CALLE,ARQUIMIDES CABALLERO,NULO,134,NULO,0,NULO,AGUASCALIENTES SUR,ENRIQUE C REBSAMEN,MANUEL M ACOSTA,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,MOTOCICLETA GRIS,SI,,,,,NULO,,,388,Robo a persona,-102.30230986,21.85815103
75882,,,MARZO,2017-03-30,JUEVES,1,56,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ESPAÑA,1052,CALLE,CORDOBA,NULO,308,NULO,0,NULO,ALAMO,ZAMORA,MADRID,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,AUDIFONOS,NO,NULO,SI,,,,,NULO,,,389,Robo a persona,-102.31704500,21.86666256
76472,,,MARZO,2017-03-30,JUEVES,20,36,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,NACIONALISMO,NULO,0,NULO,0,NULO,LIBERALISMO,MIGUEL ANGEL BARBERENA VEGA,SEGURIDAD SOCIAL,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA,NO,NULO,NO,,,,,NULO,,,390,Robo a persona,-102.26761172,21.89520641
76366,,,MARZO,2017-03-30,JUEVES,18,8,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL DORADO 1A SECCION,1048,CALLE,MADRID,NULO,227,NULO,0,NULO,SANTANDER,CANADA,SANTANDER,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,JUEGOS DE NINTENDO,NO,MOTO ITALIKA,NO,,,,,NULO,,,391,Robo a persona,-102.30767156,21.86249024
76440,,,MARZO,2017-03-30,JUEVES,20,0,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,RODOLFO LANDEROS GALLEGOS,ELENA CUELLAR A,ESTHELA ALDANA,NULO,NULO,NULO,NULO,0,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,BICICLETA,NO,,,,,NULO,,,392,Robo a persona,-102.25423836,21.90166318
76451,,,MARZO,2017-03-30,JUEVES,20,14,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA (II),535,AVENIDA,CONVENCION DE 1914 SUR,NULO,0,NULO,0,NULO,MARIANO ESCOBEDO,FERROCARRIL,CEDAZO,CONTUNDENTE,NULO,NULO,DINERO,500,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,MOCHILA,NO,BICICLETA,SI,,,,,NULO,,,393,Robo a persona,-102.27745224,21.86786416
76679,,,MARZO,2017-03-31,VIERNES,0,20,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,SIN DATOS,SIN DATOS,,0,,0,,SIN DATOS,SIN DATOS,SIN DATOS,CONTUNDENTE,CORTANTE,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,ESTEREO Y RELOJ,NO,NULO,SI,,,,,NULO,,,394,Robo a persona,-102.24152093,21.86768477
77144,,,MARZO,2017-03-31,VIERNES,18,51,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,DOCTOR FRANCISCO VAZQUEZ GOMEZ,NULO,0,NULO,0,NULO,ABRAHAM GONZALEZ,CONVENCION,INGENIERO CAMILO ARRIAGA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,,,,,NULO,,,395,Robo a persona,-102.31472899,21.85186474
77240,,,MARZO,2017-03-31,VIERNES,20,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL CEDAZO,578,CALLE,CERRO DEL CHIQUIHUITE,NULO,115,NULO,0,NULO,ADOLFO DE LA HUERTA,ZACATECO,ANASTACIO BUSTAMANTE,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,396,Robo a persona,-102.25104374,21.86565904
78664,,,ABRIL,2017-04-02,DOMINGO,3,59,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA,365,AVENIDA,AYUNTAMIENTO,NULO,0,NULO,0,NULO,NAYARIT,FERROCARRIL,PRIMERA CERRADA,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,NULO,CADENA,NULO,NULO,NULO,SI,NULO,SI,,,,,NULO,,,397,Robo a persona,-102.27835822,21.86408740
79238,,,ABRIL,2017-04-02,DOMINGO,20,12,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,ROSA TRILLO PALOS,NULO,154,NULO,0,NULO,JOSE MANUEL RUIZ DE TEJADA Y OTAL,DESIDERIO MACIAS SILVA,URBANISMO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,398,Robo a persona,-102.24042884,21.87249943
79420,,,ABRIL,2017-04-02,DOMINGO,23,25,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,AVENIDA,CONVENCION DE 1914 NORTE,NULO,0,NULO,0,NULO,28 DE AGOSTO,JESUS CONSUELO,ALFREDO LEWIS,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,SI,NULO,SI,,,,,NULO,,,399,Robo a persona,-102.28619427,21.90222128
77601,,,ABRIL,2017-04-01,SABADO,3,27,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ESTACION),502,CALLE,MONTE GESSI,NULO,318,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,NULO,NULO,NULO,DINERO,200,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,400,Robo a persona,-102.25462069,21.94255675
77925,,,ABRIL,2017-04-01,SABADO,15,13,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350-P,CALLE,CAJITITLAN,NULO,502,1,0,NULO,CULHUACAN,TEXCOCO,CHAPALA,NULO,NULO,NULO,DINERO,420,NULO,NULO,NULO,NULO,TABLET,CELULAR,NULO,NULO,NULO,NULO,NO,TAXI ROJO,NO,,,,,NULO,,,401,Robo a persona,-102.24799240,21.95622264
78309,,,ABRIL,2017-04-01,SABADO,22,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CASA SOLIDA,689,CALLE,TERIUTLAN,NULO,257,NULO,0,NULO,FAISAN,CERRO TLALOC,NINGUNO,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,SI,,,,,NULO,,,402,Robo a persona,-102.29741794,21.83428618
78492,,,ABRIL,2017-04-02,DOMINGO,0,31,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,COLINAS DEL RIO,398,CALLE,RIO ARNO,NULO,208,NULO,0,NULO,RIO BRAVO,RIO COLORADO,RIO NILO,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA,NO,CARAVAN AZUL,SI,,,,,NULO,,,403,Robo a persona,-102.31959916,21.89772943
78646,,,ABRIL,2017-04-02,DOMINGO,3,40,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ELENA,1105,CALLE,BUENOS AIRES,NULO,0,NULO,0,NULO,REPUBLICA DEL SALVADOR,REPUBLICA DE NICARAGUA,MANAGUA,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,404,Robo a persona,-102.30422705,21.86814349
78718,,,ABRIL,2017-04-02,DOMINGO,5,12,RINCON DE ROMOS,URBANA,SIN TIPO,ZONA CENTRO,62,CALLE,MOTOLINEA PONIENTE,NULO,114,NULO,0,NULO,MORLEOS,LIBERETAD,IGNACIO ALLENDE PONIENTE,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,405,Robo a persona,-102.32145785,22.23166606
79156,,,ABRIL,2017-04-02,DOMINGO,18,23,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,AVENIDA,FRANCISCO I MADERO,NULO,0,NULO,0,NULO,GENERAL IGNACIO ZARAGOZA,COSIO NORTE,GONZALEZ SARACHO,CORTANTE,NULO,NULO,DINERO,2200,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,MOCHILA,NO,ITALIKA ROJA,SI,,,,,NULO,,,406,Robo a persona,-102.28805685,21.88332743
79239,,,ABRIL,2017-04-02,DOMINGO,20,14,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,DESIDERIO MACIAS SILVA,NULO,108,NULO,0,NULO,URBANISMO,JOSE TRINIDAD VELA SALAS,CATEDRATICOS,NULO,NULO,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,407,Robo a persona,-102.24039633,21.87258964
79488,,,ABRIL,2017-04-03,LUNES,0,22,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA ESTRELLA,483,CALLE,LIRA,NULO,0,NULO,0,NULO,PRIMERO DE MAYO,PASEO DE LA SOLIDARIDAD,OBRERO MUNDIAL,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,408,Robo a persona,-102.28302205,21.90318971
80142,,,ABRIL,2017-04-03,LUNES,20,42,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,STEMA,467,CALLE,CALVILLO,NULO,0,NULO,0,NULO,AGUASCALIENTES,AGUASCALIENTES,COSIO,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,SI,,,,,NULO,,,409,Robo a persona,-102.27162769,21.89881602
79730,,,ABRIL,2017-04-03,LUNES,9,30,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO ORIENTE,437,AVENIDA,AGUASCALIENTES,NULO,0,NULO,0,NULO,PASEO DE LA SOLIDARIDAD,PASEO DE LOS BOSQUES,PASEO DEL ROBLE,FUEGO,NULO,DEPOSITO,DINERO,800000,CHEVROLET,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA PORTAFOLIO,NO,JEEP BLANCA,SI,,,,,NULO,,,410,Robo a persona,-102.28576177,21.91499143
79789,,,ABRIL,2017-04-03,LUNES,11,57,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS AMERICAS (DELEGACION CENTRO),1114,CALLE,REPUBLICA DE ARGENTINA,NULO,0,NULO,0,NULO,REPUBLICA DE COSTA RICA,REPUBLICA D ECOLOMBIA,QUINTA AVENIDA,CORTANTE,NULO,NULO,DINERO,0,NULO,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,VEHICULO AZUL,SI,,,,,NULO,,,411,Robo a persona,-102.29660189,21.86841365
80240,,,ABRIL,2017-04-03,LUNES,22,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL MIRADOR,618,CALLE,DE LA ALIANZA,NULO,103,A,0,NULO,105,LOMA VERDE,AJEDRECISTAS,CORTANTE,NULO,NULO,DINERO,500,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,412,Robo a persona,-102.25639846,21.84746119
81441,,,ABRIL,2017-04-04,MARTES,7,13,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ENCINO),506,CALLE,ADORATRICES,NULO,0,NULO,0,NULO,FELIPE SERRANO,DE LA AURORA,DE LA AURORA,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,413,Robo a persona,-102.26779285,21.92311679
81074,,,ABRIL,2017-04-04,MARTES,22,31,AGUASCALIENTES,URBANA,COLONIA,MIRAVALLE,750,CALLE,ARROYO DE LOS ARELLANOS,NULO,0,NULO,0,NULO,CONVENCION DE 1914 PONIENTE,MARIANO CHICO,CARLOS BARRON,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,CADENA,NULO,NULO,GORRA,NO,NULO,SI,,,,,NULO,,,414,Robo a persona,-102.31121336,21.88808292
77050,,,MARZO,2017-03-31,VIERNES,16,10,AGUASCALIENTES,URBANA,COLONIA,SAN JOSE DEL ARENAL,818,AVENIDA,UNIVERSIDAD,NULO,617,NULO,0,NULO,TEPEZALA,ASIENTOS,SAN JUAN DE LOS LAGOS,CORTANTE,NULO,NULO,DINERO,5000,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,415,Robo a persona,-102.30934113,21.90648432
82709,,,ABRIL,2017-04-06,JUEVES,23,14,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,CALLE,DOCTOR GERONIMO DE OROZCO,NULO,810,NULO,0,NULO,JESUS CONSUELO,28 DE AGOSTO,GENERAL ENRIQUE ESTRADA,CONTUNDENTE,NULO,NULO,DINERO,1050,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,MOCHILA,SI,NULO,SI,,,,,NULO,,,416,Robo a persona,-102.28457977,21.89426602
82509,,,ABRIL,2017-04-06,JUEVES,19,20,AGUASCALIENTES,URBANA,COLONIA,DEL TRABAJO (DELEGACION JESUS TERAN),477,CALLE,CALDEREROS,NULO,0,NULO,0,NULO,SIGLO XIX,1810,TORNEROS,NULO,NULO,NULO,NULO,0,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,417,Robo a persona,-102.27291720,21.88983340
82865,,,ABRIL,2017-04-07,VIERNES,1,36,AGUASCALIENTES,URBANA,SIN TIPO,HEB (DESARROLLO SIN DELIMITACION OFICIAL NO 58),843,AVENIDA,AGUASCALIENTES,NULO,0,NULO,0,NULO,INDEPENDENCIA,A ZACATECAS,HAROL R PAPE,CORTANTE,NULO,NULO,DINERO,500,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,418,Robo a persona,-102.29524534,21.91596608
83893,,,ABRIL,2017-04-08,SABADO,6,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,DESIDERIO MACIAS SILVA,NULO,0,NULO,0,NULO,JOSE TRINIDAD VELA SALAS,GERARDO MARIN MARTINEZ,JOSE MANUEL RUIZ DE TEJADA Y OTAL,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,,,,,NULO,,,419,Robo a persona,-102.24009424,21.87151805
84430,,,ABRIL,2017-04-08,SABADO,21,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR SAN MARCOS),435,CALLE,VALLE DE LOS ROMERO,NULO,0,NULO,0,NULO,JUAN DE PADILLA,FELIPE II,GERONIMO DE LA CUEVA,NULO,NULO,NULO,NULO,0,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,420,Robo a persona,-102.26645957,21.93012955
84456,,,ABRIL,2017-04-08,SABADO,21,36,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,CALLE,ANGEL DORRONSORO GANDARA,NULO,0,NULO,0,NULO,JESUS RIVERA FRANCO,SIGLO XXI,GREGORIO RUIZ VELASCO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,,,,,NULO,,,421,Robo a persona,-102.28395921,21.84530293
84979,,,ABRIL,2017-04-09,DOMINGO,4,32,PABELLON DE ARTEAGA,URBANA,BARRIO,CARBONERAS,93,AVENIDA,FRANCISCO I MADERO NORTE,NULO,0,NULO,0,NULO,MANUEL M PONCE,20 DE NOVIEMBRE,INDEPENDENCIA NORTE,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,,,,,NULO,,,422,Robo a persona,-102.27387154,22.14829606
85498,,,ABRIL,2017-04-09,DOMINGO,19,14,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,AVENIDA,SIGLO XXI,NULO,918,NULO,0,NULO,RODOLFO LANDEROS GALLEGOS,PAZ ROMO DE VIVAR,ALTAGRACIA REYES A,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,423,Robo a persona,-102.25513417,21.90271608
85840,,,ABRIL,2017-04-10,LUNES,0,36,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA ESTRELLA,483,CALLE,LIBRA,NULO,0,NULO,0,NULO,GEMINIS,CAPRICORNIO,LIRA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,GORRA,NO,NULO,NO,,,,,NULO,,,424,Robo a persona,-102.27936154,21.90287388
85906,,,ABRIL,2017-04-10,LUNES,1,56,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,JOSE MARIA MARTINEZ VALADEZ,NULO,350,NULO,0,NULO,JOSE MARIA GONZALEZ BOCANEGRA,JOSE CALVILLO,TENIENTE CORONEL MACARIO SARABIA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,425,Robo a persona,-102.32594317,21.85284527
92096,,,ABRIL,2017-04-17,LUNES,2,8,JESUS MARIA,URBANA,COLONIA,BENIGNO CHAVEZ,148,CALLE,TEODORO OLIVARES SANTANA,NULO,101,B,0,NULO,TOMAS LUNA,ELEUTERIO LOPEZ,CARMEN BRISEðO,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NUO,SI,NULO,SI,,,,,FERIA,,,426,Robo a persona,-102.34207885,21.95510461
86220,,,ABRIL,2017-04-10,LUNES,14,27,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ESPAÑA,1052,CALLE,NAVARRA,NULO,207,NULO,0,NULO,AGUASCALIENTES PONIENTE,ESPAðA,ARAGON,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,427,Robo a persona,-102.31533049,21.86375426
86323,,,ABRIL,2017-04-10,LUNES,17,16,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NATURA,699,CALLE,FEDERICO MENDEZ,NULO,0,NULO,0,NULO,FELIPE DE UREðA,PERICO,LUCIERNAGA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,TAXI ROJO,NO,,,,,NULO,,,428,Robo a persona,-102.25273126,21.93228402
86959,,,ABRIL,2017-04-11,MARTES,14,5,PABELLON DE ARTEAGA,URBANA,COLONIA,FRANCISCO VILLA,108,BOULEVARD,JOSE GERTRUDIS RAMOS BECERRA,NULO,0,NULO,0,NULO,GENERAL FRANCISCO VILLA,NIðO ARTILLERO,FRANCISCO I MADERO NORTE,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,,,,,NULO,,,429,Robo a persona,-102.27491897,22.15053867
87065,,,ABRIL,2017-04-11,MARTES,16,25,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NATURA,699,CIRCUITO,MIRTO,NULO,102,NULO,0,NULO,HUELE DE NOCHE,HUELE DE NOCHE,JUNCO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,430,Robo a persona,-102.25233802,21.93559325
87129,,,ABRIL,2017-04-11,MARTES,18,0,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION  (SECTOR ESTACION),502,CALLE,RAFAEL CARRILLO AMBIA,NULO,210,NULO,0,NULO,DOMINGO VELASCO,FRANCISCO ARMENGOL,FRANCISCO LOPEZ MEDRANO,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,SI,,,,,NULO,,,431,Robo a persona,-102.25928891,21.93791207
87305,,,ABRIL,2017-04-11,MARTES,21,30,CALVILLO,URBANA,SIN TIPO,CALVILLO,275,CALLE,CENTENARIO,NULO,0,NULO,0,NULO,PLAZA PRINCIPAL,HERMANOS GALEANA,IGNACIO ALLENDE,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,GORRA,NO,NULO,NO,,,,,NULO,,,432,Robo a persona,-102.71816628,21.84703479
88601,,,ABRIL,2017-04-13,JUEVES,15,27,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,AVENIDA,CONVENCION DE 1914 ORIENTE,NULO,0,NULO,0,NULO,SIGLO XIX,JOSE H ESCOBEDO,CANAL INTERCEPTOR,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,,,,,NULO,,,433,Robo a persona,-102.27387040,21.89155316
88980,,,ABRIL,2017-04-13,JUEVES,22,35,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,PROLONGACION,ALAMEDA,NULO,0,NULO,0,NULO,SAN FRANCISCO DE LOS ROMO,PEðUELAS,SANTA ROSA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,NO,,,,,NULO,,,434,Robo a persona,-102.25853208,21.88994821
