FOLIO,MES,FECHA,DIA_SEM,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,DESTACAMEN,HORA,MINUTOS,H_DIAS_S,H_MR_0_6,H_M_6_12,H_T_12_19,H_N_19_24,H_MR_MA,H_MR_TAR,H_MR_NO,H_MAN_TAR,H_MAN_NOC,H_MAN_MR,H_TAR_MR,H_TAR_MA,H_TAR_NOC,H_NOC_MR,H_NOC_MA,H_NOC_TA,H_DIA_SOLA,H_MED_MA_A,H_MED_MA_B,H_MED_TA_A,H_MED_TA_B,H_MED_NO_A,H_MED_NO_B,H_MED_MR_A,H_MED_MR_B,SIN_DAT,EN_PROCESO,C_VIOLENC,TIPO_ARMA,DETENIDO,SOSPECHOSO,RECUPERADO,I_AZOTEA,I_DOMO,I_PAR_TRAS,I_PAR_DELA,I_VENTANA,I_BOQUETE,SIN_INF,DINERO,CANTIDAD,PANTALLA,COMPUTO,CELULAR,DVD_BLU,EST_TEA_BO,TECNOLOG,SE_TV_PAGA,ELECTRODOM,MOBILIARIO,ACABADOS,HERRAM,ROPA,JUGUETERIA,BICI_TRIC,JOYERIA,UTENS_COC,CAJAFUERTE,ACC_VEHIC,TANQUE_GAS,MAT_CONSTR,MASCOTAS,VEHICULO,OTROS,SIN_DATOS,MONTO_APRO,OID,FERIA,INCIDENTE,LONG,LAT
3172,ENERO,2017-01-04,MIERCOLES,SAN FRANCISCO DE LOS ROMO,RURAL,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,JANITZIO,0,604,NULO,0,A,HUEXOTLA,NINGUNO,NINGUNO,SAN FRANCISCO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,NO,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,,Robo a casa habitación,-102.24645563,21.95854488
3185,ENERO,2017-01-04,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,COLINAS DE SAN IGNACIO,662,CALLE,FAUNA,0,103,NULO,0,NULO,ECOLOGIA,EDEN,FLORA,POCITOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,,Robo a casa habitación,-102.31894990,21.89861730
3486,ENERO,2017-01-04,MIERCOLES,AGUASCALIENTES,URBANA,BARRIO,LA SALUD,1122,AVENIDA,HEROE DE NACOZARI SUR,0,1029,NULO,0,A,3 DE MAYO,LA LUNA,JUAN HERNANDEZ DAVALOS,MORELOS,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,,Robo a casa habitación,-102.28190678,21.87129502
3547,ENERO,2017-01-05,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,SIERRA DE TEPEHUANES,0,120,NULO,0,NULO,SIERRA DE TEPEHUANES,SIERRA DEL MAGUEY,SIERRA DE TLAXCO,TERAN NORTE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,1,10000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,10000,47,,Robo a casa habitación,-102.25779313,21.91113426
3665,ENERO,2017-01-05,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL COBANO,481,CALLE,LEUCAENA,0,103,NULO,0,NULO,CAMINO AL COBANO,COLORIN,TAMARINDO,TERAN NORTE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,,Robo a casa habitación,-102.27895134,21.90698217
3686,ENERO,2017-01-05,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,VILLA CLARA,0,106,NULO,0,NULO,VILLA ADELINA,ALIAS DE LARA,VILLA ADELINA,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,Robo a casa habitación,-102.25284364,21.92742788
3556,ENERO,2017-01-05,JUEVES,JESUS MARIA,RURAL,FRACCIONAMIENTO,PASEOS DE LAS HACIENDAS,213P,AVENIDA,PROLONGACION NIAGARA,0,208,NULO,0,NULO,PASEOS DE LA HACIENDA PRIMAVERA,PASEOS DEL UPALA,PASEOS DEL SAUCE,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,50,,Robo a casa habitación,-102.34520489,21.99005005
3583,ENERO,2017-01-05,JUEVES,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,CALLE,J REFUGIO ESPARZA REYES,0,119,NULO,0,NULO,28 DE AGOSTO,JESUS CONSUELO,CORONEL FELIX DE LA PAZ,POCITOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5000,51,,Robo a casa habitación,-102.28558029,21.89779063
3640,ENERO,2017-01-05,JUEVES,AGUASCALIENTES,RURAL,SIN DATOS,EL RELICARIO,57P,CALLE,CAMINO AL RELICARIO,0,0,NULO,0,NULO,NINGUNO,RELICARIO,MEDALLA,MORELOS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,52,,Robo a casa habitación,-102.22422616,21.83790099
3934,ENERO,2017-01-05,JUEVES,AGUASCALIENTES,URBANA,BARRIO,DE GUADALUPE,382,PRIVADA,ZACARIAS TOPETE,0,106,NULO,0,NULO,ZACARIAS TOPETE,NINGUNO,REFORMA,CENTRO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,,Robo a casa habitación,-102.30686343,21.88672955
3808,ENERO,2017-01-05,JUEVES,JESUS MARIA,URBANA,SIN TIPO,CORRAL DE BARRANCOS,142,CALLE,OLIVARES SANTANA,0,10,NULO,0,A,JOSE FLORES,OLIVARES SANTANA,NINGUNO,JESUS MARIA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,54,,Robo a casa habitación,-102.32709258,21.94589342
4133,ENERO,2017-01-05,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,REAL DE HACIENDAS,492,CALLE,HACIENDA LOS REYES,0,106,NULO,0,NULO,HACIENDA EL CARMEN,HACIENDA MIMIAHUAPAN,HACIENDA ATLANGA,TERAN SUR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,,Robo a casa habitación,-102.24339235,21.89226545
4241,ENERO,2017-01-06,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL PILAR III,1044,CALLE,JUAN SARABIA,0,503,NULO,0,NULO,JULIAN MEDINA,GENERAL ROQUE GONZALEZ GARZA,GENERAL ROQUE GONZALEZ GARZA,INSURGENTES,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NO,NO,,NO,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,,Robo a casa habitación,-102.30317302,21.84659746
4298,ENERO,2017-01-06,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SAN BERNARDO,0,204,NULO,0,NULO,SAN RAFAEL,SAN COSME,SAN PABLO,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,,Robo a casa habitación,-102.24382830,21.90070653
4554,ENERO,2017-01-06,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLALTA,552,PRIVADA,VILLA ALEGRE,0,240,NULO,12,NULO,VILLALTA,NINGUNO,VILLA ORO,MORELOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,,Robo a casa habitación,-102.24273541,21.85467726
4583,ENERO,2017-01-06,VIERNES,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA,986,AVENIDA,AYUNTAMIENTO,0,415,NULO,0,A,NAYARIT,CHIHUAHUA,FRANCISCO PEREZ RIOS,MORELOS,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,NO,,NO,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,,Robo a casa habitación,-102.27889815,21.86432936
4632,ENERO,2017-01-06,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION SECTOR SAN MARCOS,435,CALLE,GASPAR DE LA FUENTE,0,508,NULO,0,NULO,CRISTOBAL DE MONTORO,FERNAN GONZALEZ DE ESLAVA,POLIDUCTO,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,60,,Robo a casa habitación,-102.26136129,21.92672717
4828,ENERO,2017-01-06,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,TIERRA BUENA,575,CALLE,FRIJOL,0,109,NULO,0,NULO,A,CHILE,ARROZ,MORELOS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3000,61,,Robo a casa habitación,-102.25209528,21.86134840
4681,ENERO,2017-01-06,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL RIO,698R,CALLE,RIO NAUTLA,0,228,NULO,0,A,RIO ARANJUEZ,JOSE FEMAT GUTIERREZ,NINGUNO,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5000,62,,Robo a casa habitación,-102.24132439,21.93921011
5122,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE AGUASCALIENTES,973,CALLE,JARDIN DEL ENCINO,0,108,NULO,0,NULO,PASEO JUAN DE TOLOSA,CONVENCION DE 1914 SUR,JARDIN DE SAN MARCOS,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,63,,Robo a casa habitación,-102.28699286,21.86494645
5152,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,PASEO DEL JILGUERO,8MK,0,NULO,1,NULO,CANARIO,FAISAN,PORTALES,INSURGENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,,Robo a casa habitación,-102.29870345,21.84602485
5292,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LAS PALMAS,582,CALLE,VILLA DE ARRIAGA,0,107,NULO,0,NULO,PROCERES DE LA ENSEÑANZA,VILLA OBREGON,VILLA CARDEL,MORELOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,65,,Robo a casa habitación,-102.23376575,21.86027703
5310,ENERO,2017-01-07,SABADO,AGUASCALIENTES,RURAL,COMUNIDAD,EL SALTO DE LOS SALADO,29P,CALLE,RINCONADA DEL MEZQUITE,0,0,SN,0,NULO,NINGUNO,NINGUNO,NINGUNO,INSURGENTES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25000,66,,Robo a casa habitación,-102.37504953,21.75387745
5381,ENERO,2017-01-07,SABADO,JESUS MARIA,URBANA,FRACCIONAMIENTO,SOLAR DE JONACATIQUE,205,CALLE,MARCOS DE SAUCEDO,0,0,SN,0,NULO,SOLIDARIDAD,ALVARO OBREGON,DOMINGO DE LIMA,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,500,67,,Robo a casa habitación,-102.35361267,21.97261536
5413,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,STEMA,467,AVENIDA,AGUASCALIENTES,0,124,NULO,0,NULO,CALVILLO,COSIO,ARTICULO 115,TERAN SUR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,68,,Robo a casa habitación,-102.27175250,21.89861837
5739,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,FRANCISCO DE J HERRERA L,0,102,NULO,0,NULO,MONTE GESSI,NINGUNO,NINGUNO,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,,Robo a casa habitación,-102.26205950,21.93895087
5749,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LAS BUGAMBILIAS,1092,CALLE,BUGAMBILIAS,0,122,NULO,0,NULO,INEGI,AGUASCALIENTES SUR,HOSTAL DE LAS CAMELIAS,MORELOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,,Robo a casa habitación,-102.28552848,21.85815491
5773,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,PROLONGACION,PASEO DE LA ASUNCION,1MA,0,NULO,2,NULO,CERNICALO,PASEO DEL CONDOR,CERNICALO,INSURGENTES,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SI,NO,,NO,,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,,Robo a casa habitación,-102.30067267,21.85300624
5776,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CASA BLANCA,553,AVENIDA,MARIANO ESCOBEDO,0,310,NULO,0,NULO,MONTE ALBAN,VIVERO DEL LAGO,VIVERO DEL PRADO,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,,NO,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45000,72,,Robo a casa habitación,-102.27283166,21.85596552
5828,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,COLONIA,CURTIDORES,748,CALLE,MAYOR PABLO JAUREGUI,0,107,NULO,0,A,PABLO JAUREGUI,PASEO DEL RIO,PASEO DEL RIO,POCITOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,73,,Robo a casa habitación,-102.31949915,21.88690114
6031,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DE ORIENTE,489,AVENIDA,VISTAS DE ORIENTE,0,606,NULO,0,NULO,CATARATAS DEL NIAGARA,SANTIAGO,SANTIAGO 202,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,74,,Robo a casa habitación,-102.23395309,21.88171414
6197,ENERO,2017-01-08,DOMINGO,PABELLON DE ARTEAGA,URBANA,FRACCIONAMIENTO,SANTA ISABEL,230P,CALLE,REAL DEL SALTO,0,119,NULO,0,NULO,PASO REAL,REAL DEL POTOSI,REAL DE CANANEA,PABELLON,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5800,75,,Robo a casa habitación,-102.26864338,22.08185272
1450,ENERO,2017-01-02,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION SECTOR ALAMEDA,516,CALLE,MIGUEL GÜINCHARD,0,127,NULO,0,NULO,LUIS CHAVEZ,RODRIGO RINCON GALLARDO,RODOLFO RODARTE,TERAN NORTE,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SI,NO,,NO,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,,Robo a casa habitación,-102.26446727,21.93478494
2224,ENERO,2017-01-03,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,494,CALLE,CULTURA NAZCA 410,0,25,NULO,0,NULO,CULTURA NAZCA,LOMAS DEL CARDENAL,CULTURA NAZCA 412,TERAN NORTE,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SI,NO,,NO,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,,Robo a casa habitación,-102.24348759,21.91344408
2825,ENERO,2017-01-04,MIERCOLES,AGUASCALIENTES,URBANA,BARRIO,LA SALUD,1122,CALLE,3 DE MAYO,0,170,NULO,0,NULO,HEROE DE NACOZARI SUR,SAN ANASTACIO,LA LUNA,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6000,78,,Robo a casa habitación,-102.28206812,21.87126331
3096,ENERO,2017-01-04,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION SECTOR ESTACION,502,CALLE,JUAN CONTRERAS PALACIOS,0,335,NULO,0,NULO,GERONIMO DE LA CUEVA,FRANCISCO ARMENGOL,JULIO VILLASEÑOR NORMAN,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,,Robo a casa habitación,-102.25720071,21.93707154
4962,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,POZO BRAVO,421,CALLE,POZO HONDO,0,203,NULO,0,NULO,GENERAL PANFILO NATERA,PAULINO N MARTI,POZO BLANCO,TERAN NORTE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,,Robo a casa habitación,-102.28065613,21.92781379
5290,ENERO,2017-01-07,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLALTA,552,PRIVADA,VILLA JARDIN,0,510,NULO,10,NULO,VILLALTA,VOCEADORES,VILLA ENCANTO,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,81,,Robo a casa habitación,-102.24300572,21.85212875
6272,ENERO,2017-01-08,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VERSALLES II,1071,CALLE,ENRIQUE C REBSAMEN,0,135,NULO,0,NULO,GENERAL FRANCISCO CARRERA TORRES,BELISARIO DOMINGUEZ,INGENIERO LUIS ORTEGA DOUGLAS,INSURGENTES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,,Robo a casa habitación,-102.30783124,21.85675968
6446,ENERO,2017-01-08,DOMINGO,AGUASCALIENTES,URBANA,COLONIA,TALAMANTES PONCE,883,CALLE,MIGUEL HIDALGO,0,125,NULO,0,NULO,BARTOLOME DE LAS CASAS,LUIS GIL,TROJES,POCITOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5000,83,,Robo a casa habitación,-102.29597031,21.93433734
6474,ENERO,2017-01-08,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL CAMPESTRE II,782,CALLE,MONTENEGRO,0,501,NULO,0,NULO,LAS TROJES,AGRICULTURA,SILOS,POCITOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,200000,84,,Robo a casa habitación,-102.31498002,21.92844088
6522,ENERO,2017-01-08,DOMINGO,JESUS MARIA,URBANA,COLONIA,EJIDAL,196,CALLE,FELIPE ANGELES,0,102,NULO,0,NULO,PRIMERO DE MARZO,FELIPE ANGELES,SOLIDARIDAD,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,1,4000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10000,85,,Robo a casa habitación,-102.35312225,21.96613944
6552,ENERO,2017-01-08,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO JOCONOSTLE 601,0,0,NULO,18,NULO,RECINTO JOCONOSTLE 6001,RECINTO JOCONOSTLE 601,RECINTO JOCONOSTLE 601,TERAN SUR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5000,86,,Robo a casa habitación,-102.23083871,21.86594769
