FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,HORARIO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,OID,INCIDENTE,LONG,LAT
7105,30411,1,2019-01-07,1,23,36,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL EUGENIO AGUIRRE BENAVIDES,NA,"114,,,",AVENIDA,DOCTOR MARIANO AZUELA,AVENIDA,CONVENCION,CALLE,GENERAL MATEO ALMANZA,2,false,false,9,H,EL CHOCO,0,0,N,N,24,12,0,7000,false,3,1,CAMIONETA,ND,ND,1,1,68,Robo de autopartes y cristalazo,-102.30936681,21.85251370
11913,30411,1,2019-01-13,7,7,9,1,COLONIA,ZONA CENTRO,906,BOULEVARD,JOSE MARIA CHAVEZ,NA,",,,",PEATONAL,PLAZA DE LA REPUBLICA,CALLE,FRANCISCO G HORNEDO,CALLE,CRISTOBAL COLON,1,false,false,9,ND,ND,0,0,N,N,19,24,0,0,false,1,2,AUTOMOVIL,RENAULT,ND,1,1,69,Robo de autopartes y cristalazo,-102.29608928,21.87898598
16758,30411,1,2019-01-18,5,18,59,1,FRACCIONAMIENTO,EL PLATEADO,828,CALLE,YUCATAN,NA,"406,,,",AVENIDA,INDEPENDENCIA,CALLE,MELQUIADES MORENO,CALLE,QUINTANA ROO,6,false,false,9,H,ND,0,0,AUTOMOVIL,GRIS,22,"26,28,12",10000,0,false,3,1,AUTOMOVIL,ND,ND,1,1,70,Robo de autopartes y cristalazo,-102.29612957,21.90564664
14674,30403,1,2019-01-16,3,8,45,11,COLONIA,28 DE ABRIL,6,CALLE,PRIMERO DE MAYO,NA,",,,",CALLE,20 DE NOVIEMBRE,CALLE,25 DE DICIEMBRE,CALLE,15 DE SEPTIEMBRE,7,false,false,9,ND,ND,0,0,N,N,16,11,0,300,false,4,2,CAMIONETA,CHRYSLER,VOYAGUER,1,1,71,Robo de autopartes y cristalazo,-102.26373198,22.06512569
15219,30403,1,2019-01-16,3,21,13,1,BARRIO,LA SALUD,1122,CALLE,SAN ATANASIO,NA,",,,",CALLE,LA ALUNA,CALLE,3 DE MAYO,PRIVADA,PRIMERA LA LUNA,3,false,false,9,ND,ND,0,0,N,N,23,"24,27,11",0,0,false,4,2,AUTOMOVIL,CHEVROLET,AVEO,1,1,72,Robo de autopartes y cristalazo,-102.28339733,21.87229996
15412,30403,1,2019-01-17,4,2,18,1,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,DE LAS GOLONDRINAS,10MG,",,,",ANDADOR,DEL CARPINTERO,AVENIDA,FAISAN,CALLE,ANDADOR DE LAS GAVIOTAS,2,false,false,9,ND,ND,0,0,N,N,25,24,0,0,false,4,2,AUTOMOVIL,NISSAN,TSURU,1,2,73,Robo de autopartes y cristalazo,-102.29700023,21.84883909
15476,30403,1,2019-01-17,4,6,13,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,LICENCIADO FRANCISCO RAMIREZ MARTINEZ,NA,"227,,,",CALLE,GILBERTO LOPEZ VELARDE,CALLE,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,CALLE,PEDRO RIVAS CUELLAR,5,false,false,9,ND,ND,0,0,N,N,26,23,0,4000,false,4,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,74,Robo de autopartes y cristalazo,-102.25033353,21.91628813
16427,30403,1,2019-01-18,5,11,14,5,COLONIA,LUIS DONALDO COLOSIO,201,CALLE,16 DE SEPTIEMBRE,NA,",,,",CALLE,CRISTOBAL COLON,CALLE,LUIS DONALDO COLOSIO,AVENIDA,SOLIDARIDAD,7,false,false,9,ND,ND,0,0,N,N,20,38,0,0,false,4,1,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,75,Robo de autopartes y cristalazo,-102.35320350,21.97106124
17258,30403,1,2019-01-19,6,4,42,1,COMUNIDAD,EL REFUGIO DE PEÐUELAS,28P,CALLE,FRANCISCO I MADERO,NA,"306,,,",CALLE,CRISTOBAL COLON,CALLE,FRANICSCO VILLA,CALLE,ADOLFO LOPEZ MATEOS,2,false,false,9,ND,ND,0,0,N,N,26,41,0,0,false,4,4,AUTOMOVIL,VOLKSWAGEN,JETTA,1,6,76,Robo de autopartes y cristalazo,-102.28631008,21.71556170
17808,30403,1,2019-01-19,6,18,50,1,FRACCIONAMIENTO,SAN CAYETANO,1118,AVENIDA,CANAL INTERCEPTOR,NA,",,,",CALLE,SAN AGBRIEL,CALLE,SAN CLEMENTE,CALLE,SAN GABRIEL,6,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,CHEVROLET,AVEO,1,2,77,Robo de autopartes y cristalazo,-102.30817202,21.90259737
18485,30411,1,2019-01-20,7,6,51,1,COLONIA,SAN PABLO,921,CALLE,GENERAL IGNACIO ZARAGOZA,NA,",,,",CALLE,RIO MORCINIQUE,CALLE,FELIX DE LA PAZ,CALLE,MARINA NACIONAL,6,false,false,9,"H,H",ND,0,0,N,N,19,"28,11,6",0,400,false,1,3,AUTOMOVIL,CHEVROLET,CORSA,1,2,78,Robo de autopartes y cristalazo,-102.29644435,21.89198056
18571,30403,1,2019-01-20,7,10,9,1,FRACCIONAMIENTO,PIRAMIDES,1082,CALLE,TENOCHTITLAN,NA,"221,,,",CALLE,COAHUILA,CALLE,CHIHUAHUA,CALLE,TABASCO,3,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,PONTIAC,ND,1,1,79,Robo de autopartes y cristalazo,-102.27825652,21.85679512
18631,30403,1,2019-01-20,7,11,46,1,COLONIA,SAN MARCOS (DELEGACION POCITOS),650,CALLE,PROLONGACION AQUILES ELORDUY,NA,",,,",CALLE,VERACRUZ,CALLE,GUANAJUATO,CALLE,TALAMANTES,6,false,false,9,ND,ND,0,0,N,N,20,22,0,0,true,4,2,AUTOMOVIL,NISSAN,TSURU,1,1,80,Robo de autopartes y cristalazo,-102.31466445,21.88060207
19199,30403,1,2019-01-20,7,21,43,1,FRACCIONAMIENTO,OJOCALIENTE FOVISSSTE II,395,CALLE,CERRO DE LOS GALLOS,NA,"113,,,",CALLE,CERRO DE LA GLORIA,AVENIDA,PASEO DE LA CRUZ,CIRCUITO,TRES,3,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,HONDA,CIVIC,1,1,81,Robo de autopartes y cristalazo,-102.25888688,21.87272551
14538,30411,1,2019-01-16,3,1,39,1,COLONIA,GREMIAL,917,CALLE,GENERAL MIGUEL BARRAGAN,NA,",,,",CALLE,INGENIERO TOMAS MEDINA UGARTE,CALLE,PROFESOR JOSE REYES MARTINEZ,CALLE,DOCTOR ISIDRO CALERA,6,false,false,9,H,ND,1,0,N,N,25,24,0,0,false,1,2,CAMIONETA,FORD,RANGER,1,4,82,Robo de autopartes y cristalazo,-102.29162804,21.89743989
14626,30411,1,2019-01-16,3,7,8,6,BARRIO,PALO ALTO,92,CALLE,VICENTE GUERRERO,NA,"31B,,,",CALLE,INDEPENDENCIA SUR,CALLE,EDMUNDO GAMEZ OROZCO SUR,CALLE,ALLENDE,7,false,false,9,ND,ND,0,0,N,N,6,24,0,0,false,1,2,CAMIONETA,ND,ND,1,1,83,Robo de autopartes y cristalazo,-102.27237522,22.14321110
15020,30411,1,2019-01-16,3,17,25,11,COMUNIDAD,PUERTECITO DE LA VIRGEN,306P,AVENIDA,16 DE SEPTIEMBRE,NA,",,,",CALLE,OLIVARES SANTANA NORTE,CALLE,LAZARO CARDENAS NORTE,CALLE,FRANCISCO VILLA PONIENTE,7,false,false,9,ND,TALLER MECANICO,0,0,N,N,22,"26,28",500,500,false,3,1,AUTOMOVIL,ND,ND,1,1,84,Robo de autopartes y cristalazo,-102.27080957,21.96058802
15449,30411,1,2019-01-17,4,4,12,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,ANDADOR,TEJADOS,102,",,,",AVENIDA,FAISAN,ANDADOR,TEJADOS,AVENIDA,SIGLO XXI,2,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,1,AUTOMOVIL,CHEVROLET,CHEVY,1,1,85,Robo de autopartes y cristalazo,-102.29782355,21.84535196
15452,30411,1,2019-01-17,5,4,42,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,CALLE,HACIENDA MILPILLAS,NA,",,,",CALLE,HACIENDA MILPILLAS,CALLE,HACIENDA EL MEZQUITE,CALLE,HACIENDA EL MEZQUITE,4,true,false,9,H,ND,0,0,N,N,26,37,0,0,false,5,2,AUTOMOVIL,ND,ND,1,2,86,Robo de autopartes y cristalazo,-102.24431401,21.88682244
15762,30411,1,2019-01-17,4,15,14,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,CALLE,CAROLINA VILLANUEVA GARCIA,NA,",,,",CALLE,GREGORIO RUIZ VELAZCO,AVENIDA,JULIO DIAZ TORRE C-26N,CALLE,ANTONIO GUTIERREZ SOLA,3,false,false,9,"H,H",ND,0,0,TAXI,"3175,  A175AAD",27,"11,12",0,0,false,1,3,TRAILER,ND,ND,1,6,87,Robo de autopartes y cristalazo,-102.28448651,21.83587690
16211,30411,1,2019-01-18,5,1,26,1,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SANTA CLARA,NA,",,,",AVENIDA,CULTURA OTOMI,CALLE,CULTURA CHICHIMECA,CALLE,SANTA JUANA,5,true,false,9,ND,ND,0,0,N,N,25,37,0,0,true,5,2,AUTOMOVIL,VOLKSWAGEN,ND,1,0,88,Robo de autopartes y cristalazo,-102.24613029,21.90589180
16683,30403,1,2019-01-18,5,17,32,1,FRACCIONAMIENTO,MUJERES ILUSTRES,602,CALLE,AMALIA GOMEZ ZEPEDA,NA,"126,,,",PROLONGACION,AVENIDA MARIANO HIDALGO,CALLE,DE LA ALIANZA,CALLE,ANGELA PERALTA,3,false,false,9,ND,ND,0,0,N,N,26,41,0,0,false,4,4,CAMIONETA,ND,ND,1,1,89,Robo de autopartes y cristalazo,-102.24884993,21.84860517
16751,30411,1,2019-01-18,5,18,54,6,COLONIA,5 DE MAYO,91,CALLE,DEL DEPORTE,NA,",,,",CALLE,FELIPE ANGELES,CALLE,GUILELRMO PRIETO,CALLE,GUADALUPE DELGADO DE LIRA SUR,7,false,false,9,ND,ND,0,0,N,N,22,"24,22,11",0,4000,false,1,2,AUTOMOVIL,FORD,KA,1,1,90,Robo de autopartes y cristalazo,-102.28077302,22.14263606
17332,30411,1,2019-01-19,6,7,53,1,FRACCIONAMIENTO,CUMBRES II,701,CALLE,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,NA,",,,",CALLE,OSCAR HERNANDEZ DUQUE,CALLE,MANUEL BOSQUES CHAVEZ,CALLE,PRPIV MANUEL BOSQUES CHAVEZ,5,true,false,9,"H,H","IVAN VIVEROS CASILLAS, FABIAN GUADALUPE LOPEZ",2,0,N,N,19,37,0,0,false,5,2,AUTOMOVIL,ND,ND,1,4,91,Robo de autopartes y cristalazo,-102.24791050,21.91848320
17374,30411,1,2019-01-19,6,9,21,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL FORTUNATO MAYCOTTE,NA,",,,",CALLE,GENERAL LUIS MOYA,CALLE,ABRAHAM GONZALEZ,CALLE,GENERAL CESAREO CASTRO,2,false,false,9,ND,ND,0,0,N,N,20,38,0,4000,false,2,1,CAMIONETA,ND,ND,1,2,92,Robo de autopartes y cristalazo,-102.31474563,21.84981722
18593,30411,1,2019-01-20,7,10,41,1,BARRIO,LA SALUD,1122,CALLE,ACUEDUCTO,NA,"176,,,",CALLE,DELCIAS,CALLE,LA SALUD,AVENIDA,HEROE DE NACOZARI SUR,3,false,false,9,ND,VECINO,0,0,N,N,6,25,0,0,false,2,2,AUTOMOVIL,CHRYSLER,CROSS FIRE,1,1,93,Robo de autopartes y cristalazo,-102.28363836,21.86886985
18639,30411,1,2019-01-20,7,11,54,1,COLONIA,ALTAVISTA,922,CALLE,SAN FELIPE,NA,"407,,,",CALLE,HOMBRES ILUSTRES,CALLE,AMADO NERVO,CALLE,GUILLERMO PRIETO,6,false,false,9,ND,ND,0,0,N,N,4,"22,26,27",0,500,false,1,3,CAMIONETA,CHEVROLET,BLAZER,1,1,94,Robo de autopartes y cristalazo,-102.30397745,21.89355509
18818,30411,1,2019-01-20,7,15,37,1,FRACCIONAMIENTO,LOMA DE LA ASUNCION,485,CALLE,JUAN LOPEZ ELIZALDE,NA,",,,",CALLE,BERNABE DE BALLESTEROS,CALLE,ACEQUIA REAL,CALLE,FRANCISCO TENAMAZTLE,5,true,false,9,H,ND,0,0,N,N,22,37,0,0,false,5,2,MOTOCICLETA,ITALIKA,ND,1,2,95,Robo de autopartes y cristalazo,-102.26252100,21.92518596
19507,30403,1,2019-01-21,1,6,22,1,FRACCIONAMIENTO,CASASOLIDA,689,CALLE,VOLCAN TACANA,NA,"146,,,",CALLE,PICO TANCITARO,CALLE,SIERRA DE QUILA,CALLE,VOLCAN LA MALINCHE,2,false,false,9,ND,ND,0,0,N,N,19,27,0,0,false,4,1,AUTOMOVIL,CHEVROLET,BEAT,1,1,96,Robo de autopartes y cristalazo,-102.29514027,21.83374733
19838,30403,1,2019-01-21,1,14,30,1,SIN TIPO,CANACO SERVYTUR AGUASCALIENTES,424,AVENIDA,TECNOLOGICO,NA,"108,,,",CALLE,NINGUNO,CALLE,URBANISTAS,CALLE,URBANISTAS,4,false,false,9,ND,ND,0,0,N,N,21,"26,27,38",0,10000,false,4,1,CAMIONETA,ND,ND,1,1,97,Robo de autopartes y cristalazo,-102.26769508,21.88257707
20507,30403,1,2019-01-22,2,5,45,11,COLONIA,CENTRO,21,AVENIDA,BENITO JUAREZ,NA,",,,",CALLE,VICENTE GUERRERO,CALLE,PORFIRIO DIAZ,CALLE,JOSE MARIA MORELOS Y PAVON,7,false,false,9,H,ND,0,0,N,N,26,41,0,0,false,4,4,CAMIONETA,ND,PICK UP,1,2,98,Robo de autopartes y cristalazo,-102.27206965,22.08020085
21041,30403,1,2019-01-22,2,18,38,1,FRACCIONAMIENTO,SAN MARCOS,746,CALLE,DEL PARQUE,NA,"333,,,",PRIVADA,DEL PARQUE,CALLE,MIGUEL ANGEL,CALLE,TIZIANO,6,false,false,9,ND,ND,0,0,N,N,27,"22,23",0,5000,false,4,2,AUTOMOVIL,VOLKSWAGEN,DERBY,1,1,99,Robo de autopartes y cristalazo,-102.32268489,21.87949993
21495,30403,1,2019-01-23,3,9,7,1,FRACCIONAMIENTO,VILLA TERESA,790,CALLE,CAPUCHINAS,NA,"636,,,",CALLE,JOSEFINOS,AVENIDA,PAULINO N MARTI,CALLE,CLARISAS,5,false,false,9,ND,ND,0,0,N,N,6,"22,38,11,12",0,5000,false,4,3,CAMIONETA,MAZDA,ND,1,1,100,Robo de autopartes y cristalazo,-102.27951429,21.92034737
21647,30403,1,2019-01-23,3,12,51,1,FRACCIONAMIENTO,TECNOPOLO POCITOS,335,AVENIDA,JESUS MARIA,NA,",,,",PRIVADA,NINGUNO,CALLE,JULIAN PIÐON,N,N,6,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,HONDA,ND,1,2,101,Robo de autopartes y cristalazo,-102.33900270,21.92796198
22176,30403,1,2019-01-23,3,23,3,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,CALLE,SIERRA DE TEPOZTLAN,NA,",,,",CALLE,SIERRA DE LAS PALOMAS,AVENIDA,AGUASCALIENTES NORTE,AVENIDA,UNIVERSIDAD,6,false,false,9,ND,ND,0,0,N,N,4,26,0,3000,false,4,1,AUTOMOVIL,CHEVROLET,MATIZ,1,1,102,Robo de autopartes y cristalazo,-102.31110515,21.91519369
22260,30403,1,2019-01-24,4,1,45,1,CONDOMINIO,CENTRO COMERCIAL GALERIAS,357,AVENIDA,INDEPENDENCIA,NA,"1703,,,",CALLE,NINGUNO,CALLE,JOSE REYNOSO,CALLE,NINGUNO,6,false,false,9,H,ND,0,0,N,N,25,41,0,0,false,4,4,AUTOMOVIL,ND,ND,1,2,103,Robo de autopartes y cristalazo,-102.29754174,21.91952057
20548,30411,1,2019-01-22,2,7,31,1,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,GARZA,5TF,",,5,",ANDADOR,GARZA,CALLE,CANARIO,CALLE,AVESTRUZ,2,false,false,9,ND,ND,0,0,N,N,13,24,0,2000,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,1,104,Robo de autopartes y cristalazo,-102.29948956,21.85255335
20635,30411,1,2019-01-22,2,9,58,1,CONDOMINIO,SAN GERARDO,315PR,CARRETERA,45 LEON-AGUASCALIENTES,NA,",,,",N,N,N,N,N,N,2,false,false,9,ND,ND,0,0,AUTOMOVIL,"NISSAN, SENTRA",20,"24,38",0,3000,false,1,2,CAMION,ND,ND,1,1,105,Robo de autopartes y cristalazo,-102.28562521,21.81269035
20717,30411,1,2019-01-22,5,12,28,1,FRACCIONAMIENTO,SAN MARCOS,746,CALLE,NAVARRETE,NA,"1101,,,",CALLE,PASEO DEL RIO,CALLE,MIGUEL ANGEL,CALLE,BOTICELLI,6,false,false,9,ND,ND,0,0,N,N,16,11,0,2000,false,1,2,AUTOMOVIL,CHEVROLET,CITATION,1,6,106,Robo de autopartes y cristalazo,-102.32123306,21.87748512
21468,30411,1,2019-01-23,3,8,7,1,FRACCIONAMIENTO,MORELOS,616,CALLE,PRIMER RETORNO IZAMAL,NA,"103,,,",CALLE,AZAMAL,CALLE,PRIMER RETORNO IZAMAL,CALLE,YAXCHILAN,3,false,false,9,ND,ND,0,0,N,N,27,"24,38",0,2300,false,1,3,AUTOMOVIL,CHRYSLER,SPIRIT,1,1,107,Robo de autopartes y cristalazo,-102.25827735,21.86228969
21773,30411,1,2019-01-23,3,15,32,1,COLONIA,DEL TRABAJO (DELEGACION JESUS TERAN),477,CALLE,57,NA,",,,",AVENIDA,CONVENCION DE 1914 ORIENTE,CALLE,SEGURO SOCIAL,CALLE,SEGURO SOCIAL,4,false,false,9,ND,ND,0,0,N,N,3,"6,3,26",0,0,false,1,1,AUTOMOVIL,CHEVROLET,CHEVY,1,1,108,Robo de autopartes y cristalazo,-102.27288901,21.88701003
22803,30411,1,2019-01-24,4,19,9,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,CALLE,SAN JUAN DE LOS LAGOS,NA,",,,",CALLE,SIERRA PICACHOS,CALLE,SIERRA DE LA ESCONDIDA,CALLE,SIERRA DE TEPOZTLAN,6,false,false,9,ND,ND,0,0,N,N,14,"26,27,12",0,1500,false,1,1,AUTOMOVIL,VOLKSWAGEN,JETTA,1,2,109,Robo de autopartes y cristalazo,-102.30966469,21.91527875
23753,30403,1,2019-01-25,5,19,50,5,COLONIA,EL TORITO,199,AVENIDA,SOLIDARIDAD,NA,",,,",CALLE,15 DE SEPTIEMBRE,CALLE,CRISTOBAL COLON,CALLE,SOR JUANA INES DE LA CRUZ,7,false,false,9,ND,ND,0,0,N,N,23,41,0,0,false,4,4,TRAILER,ND,ND,1,2,110,Robo de autopartes y cristalazo,-102.35417069,21.96967460
25057,30403,1,2019-01-26,6,23,8,1,BARRIO,SAN MARCOS,735,PROLONGACION,RAYON,NA,",,,",CALLE,NIETO,PRIVADA,RAYON,CALLE,NIETO,1,false,false,9,ND,ND,0,0,N,N,24,"22,23",0,10000,false,4,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,111,Robo de autopartes y cristalazo,-102.30495336,21.87683830
25737,30403,1,2019-01-27,7,15,49,1,FRACCIONAMIENTO,SOLIDARIDAD II,579,CALLE,PAPALOTL,NA,"201,,,",CALLE,COYOLXAUHQUI,CALLE,ZACATECO,AVENIDA,POLIDUCTO,3,false,false,9,ND,ND,0,0,N,N,22,41,0,0,false,4,4,CAMIONETA,CHEVROLET,S10,1,1,112,Robo de autopartes y cristalazo,-102.24584761,21.86276020
23233,30403,1,2019-01-25,5,7,58,1,FRACCIONAMIENTO,ALAMEDA,476,CALLE,MURALISMO,NA,"118,,,",CALLE,ARTES PLASTICAS,CALLE,MURALISMO 108,CALLE,CANAL INTERCEPTOR,4,true,false,9,H,ALEXIS RICARDO VAZQUEZ ARELLANO,1,0,N,N,19,11,0,0,false,4,2,AUTOMOVIL,CHRYSLER,SHADOW,1,4,113,Robo de autopartes y cristalazo,-102.26970288,21.89146909
23493,30411,1,2019-01-25,5,14,31,6,BARRIO,INDUSTRIAL,102,AVENIDA,VENUSTIANO CARRANZA,NA,"29,,,",AVENIDA,AYUNTAMIENTO,AVENIDA,HEROICO COLEGIO MILITAR,CALLE,ABRAHAM GONZALEZ,7,false,false,9,ND,ND,0,0,N,N,21,"26,27,28",1000,1000,false,1,1,CAMIONETA,MAZDA,ND,1,1,114,Robo de autopartes y cristalazo,-102.27716708,22.14923327
23557,30403,1,2019-01-25,5,15,59,1,FRACCIONAMIENTO,LINDAVISTA,407,AVENIDA,CONVENCION DE 1914 SUR,NA,",,,",CALLE,MIGUEL CALDERA,CALLE,DIEGO DE IBARRA,CALLE,JARDIN DEL ESTUDIANTE,3,false,false,9,ND,ND,0,0,N,N,22,"26,28,27",3000,3000,false,4,1,AUTOMOVIL,DODGE,NEON,1,1,115,Robo de autopartes y cristalazo,-102.29095941,21.86580345
24038,30411,1,2019-01-25,1,23,26,1,FRACCIONAMIENTO,REAL DE HACIENDAS,492,CALLE,HACIENDA HUAXTLA,NA,"114,A,,",CALLE,HACIENDA VENTA DEL ASTILLERO,ANDADOR,HACIENDA CHENKU,CIRCUITO,HACIENDA HUAXTLA,4,false,false,9,ND,ND,0,0,N,N,24,22,0,3000,false,1,2,AUTOMOVIL,VOLKSWAGEN,POLO,1,1,116,Robo de autopartes y cristalazo,-102.24219322,21.88621554
24106,30411,1,2019-01-26,6,0,32,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,JOSE MARIA GONZALEZ BOCANEGRA,NA,",,,",CALLE,CORONEL JOSE FERRERO,CALLE,LICENCIADO EDUARDO RODRIGUEZ LARIZ,CALLE,RICARDO GARCIA MENDOZA,2,false,false,9,ND,ND,0,0,N,N,27,"23,24",0,0,false,1,2,AUTOMOVIL,NISSAN,MARCH,1,1,117,Robo de autopartes y cristalazo,-102.32426957,21.85394151
24278,30411,1,2019-01-26,2,7,33,1,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,VILLA SERRANA,NA,"225,,,",CALLE,VILLA CLARA,CALLE,VILLA SERRADA,CALLE,VILLA CONSTITUCION,5,false,false,9,ND,VECINO,0,0,N,N,26,"11,22,24",0,0,false,1,2,AUTOMOVIL,ND,ND,1,1,118,Robo de autopartes y cristalazo,-102.24784520,21.92720336
24348,30411,1,2019-01-26,6,9,49,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,452,AVENIDA,SIGLO XXI,NA,",,,",BOULEVARD,GUADALUPANO,CALLE,MANUEL GARCIA MARTINEZ,CALLE,CUMBRES,5,false,false,9,ND,ND,0,0,N,N,20,3,0,4000,false,3,1,AUTOMOVIL,DODGE,ATOS,1,2,119,Robo de autopartes y cristalazo,-102.25669936,21.90686856
24450,30411,1,2019-01-26,6,12,28,1,FRACCIONAMIENTO,BULEVAR,733,CALLE,ALFONSO HUMBERTO,NA,",,,",CALLE,DE LOS VALADEZ,CALLE,JARDIN DEL ESTUDIANTE,CALLE,CRISTOBAL COLON,3,false,false,9,ND,ND,0,0,N,N,9,"22,24,26,27",0,0,false,1,3,CAMIONETA,FORD,EXPLORER,1,1,120,Robo de autopartes y cristalazo,-102.29272826,21.86707944
24580,30411,1,2019-01-26,6,14,50,1,SIN TIPO,RODOLFO LANDEROS GALLEGOS,1002,BOULEVARD,JOSE MARIA CHAVEZ,NA,",,,",AVENIDA,AGUASCALIENTES SUR,AVENIDA,SIGLO XXI,AVENIDA,DEL PARQUE,3,false,false,9,ND,ND,0,0,N,N,27,"26,12,28",20000,40000,false,1,1,CAMIONETA,PONTIAC,OCRA,1,2,121,Robo de autopartes y cristalazo,-102.29152317,21.85225484
25260,30411,1,2019-01-27,7,1,31,1,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,528,CALLE,PISCIS,NA,",,,",AVENIDA,PASEO OJOCALIENTE,CALLE,ACUARIO,CALLE,CANCER,3,false,false,9,H,ND,0,0,N,N,25,38,0,0,false,2,2,AUTOMOVIL,ND,ND,1,6,122,Robo de autopartes y cristalazo,-102.26516345,21.86960134
25346,30411,1,2019-01-27,7,3,12,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,CALLE,CULTURA GUAYCURAS,NA,"120,,,",AVENIDA,CULTURA OTOMI,CALLE,CULTUTA CHICHIMECA,CALLE,CULTURA OTOMI 432,5,false,false,9,H,ND,0,0,N,N,26,22,0,4000,false,1,2,AUTOMOVIL,CHEVROLET,MONZA,1,1,123,Robo de autopartes y cristalazo,-102.24734577,21.91064172
25425,30411,1,2019-01-27,7,6,5,5,COLONIA,EL LLANO,118,AVENIDA,SIGLO XXI,NA,",,,",N,N,AVENIDA,PASEO DE LAS MARAVILLAS,CALLE,NINGUNO,7,false,false,9,ND,ND,0,0,N,N,26,3,0,21000,false,1,1,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,124,Robo de autopartes y cristalazo,-102.32389244,21.95042494
25449,30411,1,2019-01-27,7,7,32,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,AVENIDA,POLIDUCTO,NA,"705,A,,",CALLE,721,CALLE,DE LA ALIANZA,CALLE,NINGUNO,3,false,false,9,ND,ND,0,0,N,N,6,11,0,20000,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,125,Robo de autopartes y cristalazo,-102.25545985,21.84720549
25479,30411,1,2019-01-27,7,9,29,1,COLONIA,OBRAJE,987,AVENIDA,GLORIETA BENITO JUAREZ,NA,"117,,,",CALLE,IGNACIO T CHAVEZ,CALLE,J ASUNCION TORRES,CALLE,PRIVADA DEFENSORES DE LA REPUBLICA,2,false,false,9,ND,ND,0,0,N,N,16,25,0,2000,false,2,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,126,Robo de autopartes y cristalazo,-102.30036175,21.87358921
25563,30411,1,2019-01-27,7,12,2,1,FRACCIONAMIENTO,LAURELES DEL SUR,316P,CALLE,RECINTO ACANTO,NA,"21,,,",CALLE,LA PASIONARIA,AVENIDA,SAN MILAGRITO FLORES GARCIA,CALLE,RECINTO ALMENDROS,3,true,false,9,H,ND,1,0,N,N,21,3,0,15000,false,3,1,CAMIONETA,MAZDA,ND,1,4,127,Robo de autopartes y cristalazo,-102.27026944,21.82511091
26195,30411,1,2019-01-27,7,22,39,1,COLONIA,GREMIAL,917,CALLE,28 DE AGOSTO,NA,"1228,,,",CALLE,GENERAL ENRIQUE ESTRADA,CALLE,NORBERTO GOMEZ HORNEDO,CALLE,JESUS CONSUELO,6,false,false,9,ND,VECINO,0,0,N,N,23,24,0,0,false,1,2,MOTOCICLETA,ND,ND,1,1,128,Robo de autopartes y cristalazo,-102.28489308,21.89596839
